MODEL,SCENARIO,REGION,scenariotype,Database,tolerance,variable,growth0520,growth0550,divergence0550aps
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-500,World,Policy,AR5,Other scenarios,carbonintensity,-0.3879923835725545,-1.3631376346059139,0.26039089253775427
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol2030-500,World,Policy,AR5,Other scenarios,carbonintensity,-0.3879923835725545,-2.6472980969560704,-1.0237695698124023
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol,World,Policy,AR5,Other scenarios,carbonintensity,-0.6058871327009403,-0.77609541275966,0.8474331143840081
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-450,World,Policy,AR5,Other scenarios,carbonintensity,-0.6058871327009403,-3.0548004240030244,-1.4312718968593563
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-500,World,Policy,AR5,Other scenarios,carbonintensity,-0.6058871327009403,-1.1672806772536801,0.456247849889988
BET 1.5,EMF27-450-Conv,World,Policy,AR5,Other scenarios,carbonintensity,-0.9723774506186444,-2.3381175105937717,-0.7145889834501036
BET 1.5,EMF27-450-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.7136918522565239,-2.3466058531552685,-0.7230773260116004
BET 1.5,EMF27-450-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,-0.9294582385339881,-2.3469635256975607,-0.7234349985538926
BET 1.5,EMF27-450-LimSW,World,Policy,AR5,Other scenarios,carbonintensity,-0.7322513728173756,-2.350372396512795,-0.726843869369127
BET 1.5,EMF27-450-LowEI,World,Policy,AR5,Other scenarios,carbonintensity,-0.309151198888434,-2.0527975247201526,-0.4292689975764845
BET 1.5,EMF27-450-NucOff,World,Policy,AR5,Other scenarios,carbonintensity,-0.8893580281993192,-2.157563674489526,-0.534035147345858
BET 1.5,EMF27-550-Conv,World,Policy,AR5,Other scenarios,carbonintensity,0.061664144354480754,-1.1311371988384087,0.49239132830525945
BET 1.5,EMF27-550-EERE,World,Policy,AR5,Other scenarios,carbonintensity,0.08853538055882137,-0.7379974918724742,0.8855310352711939
BET 1.5,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,0.24014075911014854,-1.0727549828448208,0.5507735442988473
BET 1.5,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,0.10708498385760967,-1.0710306165506487,0.5524979105930194
BET 1.5,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,carbonintensity,0.2418221128740683,-1.0825499495396091,0.540978577604059
BET 1.5,EMF27-550-LimTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.28998984641631864,-0.6264122546607412,0.9971162724829269
BET 1.5,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,carbonintensity,0.37795269797048414,-0.6980717779672455,0.9254567491764226
BET 1.5,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,carbonintensity,-0.06412547034062288,-1.0016772129214995,0.6218513142221687
BET 1.5,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,carbonintensity,0.15915233654527117,-1.0259195036587403,0.5976090234849278
BET 1.5,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,carbonintensity,0.7560113802632291,0.359483737940701,1.9830122650843691
BET 1.5,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,carbonintensity,0.7180990360074622,0.29405584414061225,1.9175843712842804
BET 1.5,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.728306048208142,0.26425838480728103,1.8877869119509492
BET 1.5,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,carbonintensity,0.7556079128600559,0.35508339212686857,1.9786119192705367
BET 1.5,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,carbonintensity,0.7282470680104027,0.2702191572995716,1.8937476844432397
BET 1.5,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.7366187299655163,0.3331443868052495,1.9566729139489176
BET 1.5,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,carbonintensity,0.7184850668660541,0.2915137090128206,1.9150422361564887
BET 1.5,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,carbonintensity,0.7227194219168118,0.2752319280233726,1.8987604551670407
DNE21 V.11,AME 2.6 W/m2 OS,World,Policy,AR5,Other scenarios,carbonintensity,-0.15601396442594506,-2.1277943542396316,-0.5042658270959635
DNE21 V.11,AME 3.7 W/m2 NTE,World,Policy,AR5,Other scenarios,carbonintensity,-0.031879429915484536,-1.131065628563371,0.49246289858029724
DNE21 V.11,AME CO2 price $10 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,0.11985897434672776,-0.5395359076136725,1.0839926195299956
DNE21 V.11,AME CO2 price $30 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,-0.23120495018268628,-1.0015096943365087,0.6220188328071594
DNE21 V.11,AME CO2 price $50 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,-0.5866721183970174,-1.1946027424151378,0.4289257847285304
DNE21 V.11,AME Reference,World,Baseline,AR5,Other scenarios,carbonintensity,0.34400121822406726,0.1187910953011615,1.7423196224448296
DNE21 V.12,AMPERE2-450-FullTech-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.250947030897374,-3.4451700541009798,-1.8216415269573116
DNE21 V.12,AMPERE2-450-FullTech-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.12403550938653729,-2.745865540931282,-1.122337013787614
DNE21 V.12,AMPERE2-450-LowEI-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.300469723439895,-2.9302286378149627,-1.3067001106712945
DNE21 V.12,AMPERE2-450-LowEI-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.17732398426408835,-2.3473055899678386,-0.7237770628241704
DNE21 V.12,AMPERE2-450-NoCCS-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.23371827849967852,-3.274443986219987,-1.6509154590763186
DNE21 V.12,AMPERE2-450-NoCCS-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.08658590060670446,-2.467020865290761,-0.8434923381470929
DNE21 V.12,AMPERE2-450-NoCCS-OPT,World,Policy,AR5,Other scenarios,carbonintensity,-0.27175993272547205,-1.5008009251368075,0.12272760200686061
DNE21 V.12,AMPERE2-450-NucOff-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.2666704080626716,-3.4980322914842628,-1.8745037643405946
DNE21 V.12,AMPERE2-450-NucOff-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.15115833252629352,-2.802003590123145,-1.178475062979477
DNE21 V.12,AMPERE2-550-FullTech-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.14455900813669476,-1.2315856379837167,0.39194288915995146
DNE21 V.12,AMPERE2-550-FullTech-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.1495063075981069,-1.002162665805325,0.621365861338343
DNE21 V.12,AMPERE2-Base-FullTech-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.49486897972094823,0.14267725983226365,1.7662057869759318
DNE21 V.12,AMPERE2-Base-LowEI-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.45077927325174016,0.12879000293161313,1.7523185300752813
DNE21 V.12,AMPERE2-Base-NucOff-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.5126295888890251,0.19907369325931135,1.8226022204029795
DNE21 V.12,AMPERE3-450,World,Policy,AR5,Other scenarios,carbonintensity,-0.18471324538261635,-1.899151039035958,-0.2756225118922899
DNE21 V.12,AMPERE3-550,World,Policy,AR5,Other scenarios,carbonintensity,0.04297488560082985,-1.1809025868505252,0.44262594029314295
DNE21 V.12,AMPERE3-Base,World,Baseline,AR5,Other scenarios,carbonintensity,0.46125264936828003,0.1399457267883426,1.7634742539320107
DNE21 V.12,AMPERE3-CF450,World,Policy,AR5,Other scenarios,carbonintensity,-0.11042633009073666,-1.8777910022844304,-0.2542624751407623
DNE21 V.12,AMPERE3-CF550,World,Policy,AR5,Other scenarios,carbonintensity,0.146833292042873,-1.153712894278917,0.46981563286475114
DNE21 V.12,AMPERE3-RefP-EUback,World,Policy,AR5,Other scenarios,carbonintensity,0.14759870498055006,-0.18026557174854774,1.4432629553951204
DNE21 V.12,AMPERE3-RefPol,World,Policy,AR5,Other scenarios,carbonintensity,0.15194859361992386,-0.17563782648711768,1.4478907006565505
EC-IAM 2012,EMF27-550-Conv,World,Policy,AR5,Other scenarios,carbonintensity,0.05243938070673693,-0.986457230330908,0.6370712968127601
EC-IAM 2012,EMF27-550-EERE,World,Policy,AR5,Other scenarios,carbonintensity,0.07231721826351278,-0.632017449078095,0.9915110780655731
EC-IAM 2012,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,0.003559127313561561,-1.0562037544052554,0.5673247727384128
EC-IAM 2012,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,0.05171834969137501,-0.9471081361621576,0.6764203909815105
EC-IAM 2012,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,carbonintensity,0.010953532679215838,-1.09075513440371,0.532773392739958
EC-IAM 2012,EMF27-550-LimTech,World,Policy,AR5,Other scenarios,carbonintensity,0.0554927960301832,-0.8106056053738679,0.8129229217698002
EC-IAM 2012,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,carbonintensity,2.5264720685902464e-4,-0.9406395554763829,0.6828889716672852
EC-IAM 2012,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,carbonintensity,0.0085808324741935,-1.1789812521601561,0.444547274983512
EC-IAM 2012,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,carbonintensity,0.3465708184570875,0.1541019969444748,1.777630524088143
EC-IAM 2012,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,carbonintensity,0.3433096363587871,0.15100350536091944,1.7745320325045877
EC-IAM 2012,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.3398229337197318,0.11428148901810609,1.7378100161617742
EC-IAM 2012,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,carbonintensity,0.3413092453825446,0.12516765706135113,1.7486961842050193
EC-IAM 2012,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,carbonintensity,0.3450131847924591,0.1425919591738003,1.7661204863174684
EC-IAM 2012,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.36773313081769254,0.17315433355014642,1.7966828606938146
EC-IAM 2012,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,carbonintensity,0.34025382075900135,0.14701733131126504,1.7705458584549332
EC-IAM 2012,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,carbonintensity,0.3379498780727037,0.11761555007892799,1.7411440772225961
EC-IAM 2012,EMF27-FP-EERE,World,Policy,AR5,Other scenarios,carbonintensity,0.1396806754040606,-0.2266539119263042,1.396874615217364
EC-IAM 2012,EMF27-FP-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,0.0896768932009806,-0.4921088674246319,1.1314196597190362
EC-IAM 2012,EMF27-G8-EERE,World,Policy,AR5,Other scenarios,carbonintensity,-0.13905200487863328,-0.8810898283908151,0.7424386987528531
EC-IAM 2012,EMF27-G8-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.2116262321864149,-1.0801154927337189,0.5434130344099493
Ecofys Energy Model,TER2011,World,Policy,AR5,Other scenarios,carbonintensity,-0.6742263115851799,-3.825227462407832,-2.201698935264164
FARM_3.0,EMF27-550-Conv,World,Policy,AR5,Other scenarios,carbonintensity,-0.8802706540078908,-1.3801584410315608,0.2433700861121073
FARM_3.0,EMF27-550-EERE,World,Policy,AR5,Other scenarios,carbonintensity,-0.4726494491770457,-0.5941081205865374,1.0294204065571306
FARM_3.0,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.9548739469490464,-1.56539476043858,0.058133766705088075
FARM_3.0,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,-0.8807277546960535,-1.380589537529142,0.2429389896145262
FARM_3.0,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,carbonintensity,-0.521077851038682,-0.9290278615015859,0.6945006656420822
FARM_3.0,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,carbonintensity,-0.8409772826138944,-0.9472469798933759,0.6762815472502922
FARM_3.0,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,carbonintensity,0.2758468355644794,0.22417032596587938,1.8476988531095475
FARM_3.0,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,carbonintensity,0.22058717732259447,0.1815521806566227,1.8050807078002908
FARM_3.0,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.2417449066067574,0.20155046383179998,1.825078990975468
FARM_3.0,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,carbonintensity,0.27421352236887175,0.22140609295241065,1.8449346200960788
FARM_3.0,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,carbonintensity,0.19288985833115424,0.14890227921166366,1.7724308063553318
FARM_3.0,EMF27-FP-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.3688345072110799,-0.2936500008599534,1.3298785262837147
GCAM 2.0,AME 2.6 W/m2 OS,World,Policy,AR5,Other scenarios,carbonintensity,-0.45605670379182217,-2.9352554608599806,-1.3117269337163124
GCAM 2.0,AME 3.7 W/m2 NTE,World,Policy,AR5,Other scenarios,carbonintensity,-0.19220525844350078,-1.4795172582961669,0.14401126884750126
GCAM 2.0,AME CO2 price $10 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,-0.027267231807404757,-0.5887870516342393,1.0347414755094289
GCAM 2.0,AME CO2 price $30 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,-0.5133380127548708,-3.2071979870901144,-1.5836694599464463
GCAM 2.0,AME CO2 price $50 (5% p.a.),World,Policy,AR5,Other scenarios,carbonintensity,-1.154498261629584,-5.80279753881173,-4.179269011668062
GCAM 2.0,AME Reference,World,Baseline,AR5,Other scenarios,carbonintensity,0.1612299417959424,0.02260782638832648,1.6461363535319946
GCAM 3.0,AMPERE2-450-Conv-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.33268283053055603,-3.751659179921215,-2.1281306527775468
GCAM 3.0,AMPERE2-450-Conv-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.049928237196752434,-3.385328256635302,-1.7617997294916337
GCAM 3.0,AMPERE2-450-Conv-OPT,World,Policy,AR5,Other scenarios,carbonintensity,-0.5049477021678861,-2.9610312202849327,-1.3375026931412646
GCAM 3.0,AMPERE2-450-EERE-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.34197362349515803,-3.1863426940210853,-1.5628141668774171
GCAM 3.0,AMPERE2-450-EERE-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.07853997609013064,-2.744174952685581,-1.120646425541913
GCAM 3.0,AMPERE2-450-EERE-OPT,World,Policy,AR5,Other scenarios,carbonintensity,-0.32255701259240754,-2.059682366092746,-0.4361538389490778
GCAM 3.0,AMPERE2-450-FullTech-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.3346647499238622,-1.0850173721389982,0.53851115500467
GCAM 3.0,AMPERE2-450-FullTech-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.05671828226028319,-1.0421762979609084,0.5813522291827597
GCAM 3.0,AMPERE2-450-FullTech-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.149621472427371,-1.066746917570721,0.5567816095729472
GCAM 3.0,AMPERE2-450-LimBio-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.3307486120035166,-3.6860804994291976,-2.0625519722855294
GCAM 3.0,AMPERE2-450-LimBio-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.05719938445501782,-3.334354890750906,-1.710826363607238
GCAM 3.0,AMPERE2-450-LimBio-OPT,World,Policy,AR5,Other scenarios,carbonintensity,-0.47888257741609164,-2.948950353068965,-1.325421825925297
GCAM 3.0,AMPERE2-450-LimSW-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.3364916839324117,-1.099306515919264,0.524222011224404
GCAM 3.0,AMPERE2-450-LimSW-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.0532466440858137,-1.0495857831101338,0.5739427440335343
GCAM 3.0,AMPERE2-450-LimSW-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.1683091720391281,-1.0805462111475213,0.5429823159961469
GCAM 3.0,AMPERE2-450-LowEI-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.4715219202863765,-0.6593813828063962,0.9641471443372719
GCAM 3.0,AMPERE2-450-LowEI-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.33408824285981953,-0.6461187115479698,0.9774098155956983
GCAM 3.0,AMPERE2-450-LowEI-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.2391934269715772,-0.6415189611884444,0.9820095659552237
GCAM 3.0,AMPERE2-450-NoCCS-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.3388823224792441,-3.2520155582046173,-1.6284870310609492
GCAM 3.0,AMPERE2-450-NoCCS-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.07207912108891423,-2.7958326555864312,-1.172304128442763
GCAM 3.0,AMPERE2-450-NoCCS-OPT,World,Policy,AR5,Other scenarios,carbonintensity,-0.42239444815502714,-2.4375044269157167,-0.8139758997720485
GCAM 3.0,AMPERE2-450-NucOff-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.33384846437356197,-1.0827293788614174,0.5407991482822507
GCAM 3.0,AMPERE2-450-NucOff-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.06264294508116675,-1.034134453436969,0.5893940737066992
GCAM 3.0,AMPERE2-450-NucOff-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.1505925966190229,-1.0626636822287376,0.5608648449149305
GCAM 3.0,AMPERE2-550-Conv-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.07085673477075005,-1.3270949876253664,0.29643353951830176
GCAM 3.0,AMPERE2-550-EERE-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.1662441855089607,-0.4285296168972784,1.1949989102463898
GCAM 3.0,AMPERE2-550-FullTech-HST,World,Policy,AR5,Other scenarios,carbonintensity,0.3303970485970531,-0.4996926279081373,1.1238358992355308
GCAM 3.0,AMPERE2-550-FullTech-LST,World,Policy,AR5,Other scenarios,carbonintensity,0.07097162284894165,-0.5117891281128903,1.1117393990307778
GCAM 3.0,AMPERE2-550-FullTech-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.24090723091222932,-0.4936931332513024,1.1298353938923658
GCAM 3.0,AMPERE2-550-LimBio-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.07070444902032835,-1.29627857687329,0.32724995027037806
GCAM 3.0,AMPERE2-550-LimSW-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.25582309491719357,-0.4997194560934699,1.1238090710501982
GCAM 3.0,AMPERE2-550-LowEI-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.3245099464336101,-0.18513993282231833,1.4383885943213497
GCAM 3.0,AMPERE2-550-NoCCS-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.058601607614849005,-0.9476726961624078,0.6758558309812603
GCAM 3.0,AMPERE2-550-NucOff-OPT,World,Policy,AR5,Other scenarios,carbonintensity,0.241102342266603,-0.480029080041275,1.1434994471023932
GCAM 3.0,AMPERE2-Base-Conv-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.4723655794982071,0.2509653373135021,1.8744938644571703
GCAM 3.0,AMPERE2-Base-EERE-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.4766332442229644,0.3153645430201124,1.9388930701637805
GCAM 3.0,AMPERE2-Base-FullTech-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.4466193017469422,0.22184287275801862,1.8453713999016867
GCAM 3.0,AMPERE2-Base-LimBio-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.4466415704054385,0.22186207026877414,1.8453905974124423
GCAM 3.0,AMPERE2-Base-LimSW-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.47234354659185707,0.2509494455652943,1.8744779727089624
GCAM 3.0,AMPERE2-Base-LowEI-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.4675412720793066,0.27493645011165224,1.8984649772553204
GCAM 3.0,AMPERE2-Base-NucOff-OPT,World,Baseline,AR5,Other scenarios,carbonintensity,0.458159576741076,0.2714477739257033,1.8949763010693714
GCAM 3.0,AMPERE3-450,World,Policy,AR5,Other scenarios,carbonintensity,-0.009813181975418583,-1.190834693930171,0.4326938332134971
GCAM 3.0,AMPERE3-450P-CE,World,Policy,AR5,Other scenarios,carbonintensity,-0.026173440120906832,-1.2259323475874142,0.3975961795562539
GCAM 3.0,AMPERE3-450P-EU,World,Policy,AR5,Other scenarios,carbonintensity,0.06421580133243499,-1.199172552083646,0.4243559750600221
GCAM 3.0,AMPERE3-550,World,Policy,AR5,Other scenarios,carbonintensity,0.08535197062138034,-0.5723969198581851,1.051131607285483
GCAM 3.0,AMPERE3-Base,World,Baseline,AR5,Other scenarios,carbonintensity,0.4682275075570468,0.25123300779988655,1.8747615349435547
GCAM 3.0,AMPERE3-Base-EUback,World,Policy,AR5,Other scenarios,carbonintensity,0.3430241577671702,0.24350611781706877,1.867034644960737
GCAM 3.0,AMPERE3-CF450,World,Policy,AR5,Other scenarios,carbonintensity,0.1375385193696015,-1.176793600689599,0.4467349264540692
GCAM 3.0,AMPERE3-CF450P-EU,World,Policy,AR5,Other scenarios,carbonintensity,0.3427311205539496,-1.0885681656221458,0.5349603615215224
GCAM 3.0,AMPERE3-CF550,World,Policy,AR5,Other scenarios,carbonintensity,0.23557828662276847,-0.5576418124314921,1.065886714712176
GCAM 3.0,AMPERE3-RefP-CEback,World,Policy,AR5,Other scenarios,carbonintensity,-0.024036099768984798,-0.363084302623117,1.2604442245205512
GCAM 3.0,AMPERE3-RefP-EUback,World,Policy,AR5,Other scenarios,carbonintensity,0.06526074887059252,-0.3229386173663902,1.300589909777278
GCAM 3.0,AMPERE3-RefPol,World,Policy,AR5,Other scenarios,carbonintensity,0.09581090674151005,-0.32001120449594866,1.3035173226477195
GCAM 3.0,EMF27-450-Conv,World,Policy,AR5,Other scenarios,carbonintensity,-0.5921219028718204,-2.7593910109343494,-1.1358624837906812
GCAM 3.0,EMF27-450-EERE,World,Policy,AR5,Other scenarios,carbonintensity,-0.35803555984744057,-1.3714340943056866,0.2520944328379815
GCAM 3.0,EMF27-450-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,-0.5159239991334096,-2.7228853515827405,-1.0993568244390723
GCAM 3.0,EMF27-450-NoCCS,World,Policy,AR5,Other scenarios,carbonintensity,-0.559858100903116,-1.87600076468353,-0.2524722375398618
GCAM 3.0,EMF27-550-Conv,World,Policy,AR5,Other scenarios,carbonintensity,-0.14473768436493128,-1.6534909397645394,-0.029962412620871293
GCAM 3.0,EMF27-550-EERE,World,Policy,AR5,Other scenarios,carbonintensity,-0.06772205985676294,-0.7560666266953042,0.8674619004483639
GCAM 3.0,EMF27-550-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.1305952702105273,-1.842789337593703,-0.21926081045003487
GCAM 3.0,EMF27-550-LimBio,World,Policy,AR5,Other scenarios,carbonintensity,-0.1340329728680758,-1.6565434097104477,-0.033014882566779535
GCAM 3.0,EMF27-550-LimSW,World,Policy,AR5,Other scenarios,carbonintensity,-0.1367040563567261,-1.8564487404671661,-0.232920213323498
GCAM 3.0,EMF27-550-LowEI,World,Policy,AR5,Other scenarios,carbonintensity,0.03188827526683369,-1.1476811380783876,0.47584738906528057
GCAM 3.0,EMF27-550-NoCCS,World,Policy,AR5,Other scenarios,carbonintensity,-0.22408111033889488,-1.2706384882883408,0.3528900388553273
GCAM 3.0,EMF27-550-NucOff,World,Policy,AR5,Other scenarios,carbonintensity,-0.1319716583440329,-1.9247116584300152,-0.3011831312863471
GCAM 3.0,EMF27-Base-Conv,World,Baseline,AR5,Other scenarios,carbonintensity,0.3102256755497854,0.10311490891875019,1.7266434360624183
GCAM 3.0,EMF27-Base-EERE,World,Baseline,AR5,Other scenarios,carbonintensity,0.347465619482173,0.1745559404339898,1.798084467577658
GCAM 3.0,EMF27-Base-FullTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.2916323654745232,0.07729452399602632,1.7008230511396945
GCAM 3.0,EMF27-Base-LimBio,World,Baseline,AR5,Other scenarios,carbonintensity,0.2916323654745232,0.07735598686622103,1.7008845140098892
GCAM 3.0,EMF27-Base-LimSW,World,Baseline,AR5,Other scenarios,carbonintensity,0.3102260765036864,0.1030521370189934,1.7265806641626615
GCAM 3.0,EMF27-Base-LimTech,World,Baseline,AR5,Other scenarios,carbonintensity,0.34802310640971035,0.17841040290511767,1.8019389300487858
GCAM 3.0,EMF27-Base-LowEI,World,Baseline,AR5,Other scenarios,carbonintensity,0.31261676356587986,0.10632065442269978,1.729849181566368
GCAM 3.0,EMF27-Base-NucOff,World,Baseline,AR5,Other scenarios,carbonintensity,0.3275137031613855,0.14766524611193654,1.7711937732556047
GCAM 3.0,EMF27-FP-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,0.014483552389356502,-0.4560286180924381,1.1674999090512301
GCAM 3.0,EMF27-G8-FullTech,World,Policy,AR5,Other scenarios,carbonintensity,-0.027333056823994895,-1.7201633303840187,-0.09663480324035056
GCAM 3.0,ROSE 450 DEF,World,Policy,AR5,Other scenarios,carbonintensity,-0.38567185907061474,-4.493786644385862,-2.870258117242194
GCAM 3.0,ROSE 450 FS Gr,World,Policy,AR5,Other scenarios,carbonintensity,-0.5376265918355946,-4.755584008564752,-3.132055481421084
GCAM 3.0,ROSE 450 HI Coal,World,Policy,AR5,Other scenarios,carbonintensity,-0.36488708983682727,-4.4324340360802195,-2.8089055089365513
GCAM 3.0,ROSE 450 HI Fos,World,Policy,AR5,Other scenarios,carbonintensity,-0.36443403172676503,-4.600199712103195,-2.976671184959527
GCAM 3.0,ROSE 450 HI Gas,World,Policy,AR5,Other scenarios,carbonintensity,-0.388992240156932,-4.508011210999876,-2.884482683856208
GCAM 3.0,ROSE 450 HI Pop,World,Policy,AR5,Other scenarios,carbonintensity,-0.6911334402905212,-8.404017127724856,-6.780488600581188
GCAM 3.0,ROSE 450 LO Fos,World,Policy,AR5,Other scenarios,carbonintensity,-0.5152333691045582,-4.142465310024756,-2.5189367828810876
GCAM 3.0,ROSE 450 LO Oil,World,Policy,AR5,Other scenarios,carbonintensity,-0.37397537787709834,-4.479997238795212,-2.856468711651544
GCAM 3.0,ROSE 450 SL Gr,World,Policy,AR5,Other scenarios,carbonintensity,-0.2560191005957614,-4.183308512928422,-2.5597799857847536
GCAM 3.0,ROSE 550 DEF,World,Policy,AR5,Other scenarios,carbonintensity,-0.16846747152882213,-2.9386407779975343,-1.3151122508538662
GCAM 3.0,ROSE 550 FS Gr,World,Policy,AR5,Other scenarios,carbonintensity,-0.19870729102778495,-3.1075506803203328,-1.4840221531766646
GCAM 3.0,ROSE 550 HI Coal,World,Policy,AR5,Other scenarios,carbonintensity,-0.1530428047458443,-2.834879705117653,-1.211351177973985
GCAM 3.0,ROSE 550 HI Fos,World,Policy,AR5,Other scenarios,carbonintensity,-0.15702171080052452,-2.9739254073604986,-1.3503968802168305
GCAM 3.0,ROSE 550 HI Gas,World,Policy,AR5,Other scenarios,carbonintensity,-0.16806137469346893,-2.940886940916426,-1.3173584137727579
GCAM 3.0,ROSE 550 HI Pop,World,Policy,AR5,Other scenarios,carbonintensity,-0.2041201034593183,-3.26737457298884,-1.643846045845172
GCAM 3.0,ROSE 550 LO Fos,World,Policy,AR5,Other scenarios,carbonintensity,-0.3018142948248522,-2.6342883983653542,-1.010759871221686
