"Year","High income","Low income","Lower-middle income","Upper-middle income"
2075,84.6513525915433,12.8512801151639,30.5879303162703,45.3493838632079
2076,85.6529723110461,13.2604379290189,31.238945855612,46.1248468929066
2077,86.6592318293473,13.677308310663,31.8965742224386,46.9061603032608
2078,87.6701092148915,14.1018713052645,32.5607786477388,47.6932920789532
2079,88.6855827209656,14.5341053406648,33.2315224742374,48.4862104359159
2080,89.7056307839666,14.9739873401334,33.9087691699582,49.2848838230738
2081,90.7302320216702,15.42149282969,34.5924823407688,50.0892809238166
2082,91.7593652315024,15.8765960401317,35.2826257419692,50.899370657215
2083,92.7930093888148,16.3392700039114,35.9791632889799,51.7151221789984
2084,93.8311436451646,16.8094866470299,36.6820590671849,52.5365048823099
2085,94.8737473266,17.2872168761059,37.3912773409798,53.3634883982528
2086,95.9207999319519,17.7724306608,38.1067825620734,54.1960425962429
2087,96.9722811311334,18.2650971117673,38.8285393770878,55.0341375841789
2088,98.0281707634462,18.7651845543179,39.5565126345012,55.8777437084443
2089,99.088448835896,19.2726605979635,40.2906673909722,56.7268315537511
2090,100.153095521517,19.7874922020283,41.0309689170844,57.5813719428369
2091,101.222091157707,20.3096457374985,41.7773827025476,58.4413359360257
2092,102.295416244568,20.839087045284,42.5298744608888,59.3066948306613
2093,103.373051443269,21.3757814910617,43.2884101336661,60.1774201604237
2094,104.454977574401,21.9196940168628,44.052955894233,61.0534836945349
2095,105.541175616366,22.4707891895673,44.8234781510853,61.934857436865
2096,106.631626703757,23.0290312464575,45.5999435508131,62.821513624943
2097,107.726312125766,23.5943841379829,46.3823189806866,63.7134247288823
2098,108.825213324594,24.1668115678789,47.1705715708968,64.610563450225
2099,109.928311893881,24.7462770307792,47.9646686964746,65.5129027207137
2100,111.035589577144,25.3327438474539,48.7645779789094,66.4204157009944
