"Group","Year","pcrGDP","src_pcrGDP","sd_src_pcrGDP","theta"
"D",1992,3.69043140032591,2.53461337788858,2.97548663114294,1.06443463903708
"D",1993,3.84882447108207,4.20244076135092,2.97268370157965,1.04676666428932
"D",1994,4.05804680099433,5.29340048670599,2.96992342787454,1.0260971690137
"D",1995,4.26516625524862,4.97793871279435,2.96729522725451,1.01330467770694
"D",1996,4.51628813160643,5.72092851601924,2.96293965457134,1.00564574097669
"D",1997,4.68361662138549,3.63801471892977,2.95891536169012,1.00111636073406
"D",1998,4.43227640112437,-5.51572814593408,2.96501551205296,1.00752589677553
"D",1999,4.49975218274798,1.51090123843813,2.96332227618361,1.00614080953635
"D",2000,4.67753924083278,3.87498436463081,2.95905138556112,1.00132864637968
"D",2001,4.80708620090901,2.73189527166802,2.95634451197004,0.996640796893568
"D",2002,4.98553387833106,3.64493735140383,2.95296688394408,0.993240633281898
"D",2003,5.18940357238337,4.00782773218111,2.94649831333793,0.984255499278678
"D",2004,5.41579504798525,4.27009209832214,2.94011532438036,0.97361489065471
"D",2005,5.68123144944761,4.78483207731295,2.93304136344047,0.966421451116451
"D",2006,5.97096317656553,4.97402367847928,2.92520526353673,0.968770546759887
"D",2007,6.32042316943939,5.68779126076395,2.91497252175768,0.979574648926186
"D",2008,6.6848212745051,5.6053311787349,2.90349163647336,1.00569780465845
"D",2009,6.90053095477436,3.1758883715657,2.89602700150524,1.02439554196618
"D",2010,7.3077609114137,5.73385633625874,2.88119669056359,1.07470242093042
"D",2011,7.60735510767536,4.0178634650831,2.86826411225974,1.12883234516648
"D",2012,7.87645881582382,3.47628573860757,2.85472878682962,1.18582600767887
"D",2013,8.13256955234352,3.19985177132041,2.83987789206248,1.25524372610668
"D",2014,8.38544269024069,3.06202576556278,2.82283164638643,1.33407020029398
"D",2015,8.64792492540434,3.08222097696746,2.80506062815693,1.40907260943704
"D",2016,8.93771945539242,3.29610630201556,2.7891006434847,1.4700544424591
"D",2017,9.22344133155852,3.14677521341724,2.77507753562006,1.52832934402091
"D",2018,9.53415205050857,3.31320905919026,2.75563972141061,1.58556475055523
"D",2019,9.80916075368307,2.84364149401326,2.7333181006515,1.62534494984461
"D",2020,9.33104925100583,-4.99692513833891,2.76966541529621,1.55451943234115
"E",1961,1.04285230185455,1.07582178026839,3.17359324620254,2.88764821406846
"E",1962,1.05575930648742,1.23006728105487,3.1700281008992,2.87772380343691
"E",1963,1.08874467600744,3.07651293264387,3.16081732173047,2.78232852734884
"E",1964,1.1359070553134,4.24061402779495,3.15068460977364,2.58106743892526
"E",1965,1.09735260810317,-3.45309403533718,3.15883281713006,2.74442290973936
"E",1966,1.08649176982149,-0.99466133525985,3.16137741781873,2.79107321549516
"E",1967,1.10275306113762,1.48558901717162,3.15758735672477,2.71994157196133
"E",1968,1.11512241330177,1.11543506887825,3.15488856009407,2.66525326701657
"E",1969,1.17046203091119,4.84343824721295,3.14410393487453,2.46479423585266
"E",1970,1.22411476597816,4.48193736761285,3.13480813955941,2.31747035308302
"E",1971,1.21785693013008,-0.512524330770264,3.135823009038,2.33338332779217
"E",1972,1.19333450841319,-2.03412029931965,3.14003631822914,2.39754656207658
"E",1973,1.2225100339775,2.41546536379605,3.13506304359938,2.32160146654377
"E",1974,1.22916433385559,0.54283850300644,3.13400896633173,2.30428726384423
"E",1975,1.25848798143449,2.35764505188063,3.12954800350801,2.23399986539382
"E",1976,1.27601905921928,1.38341358686328,3.12700282604748,2.19645402264054
"E",1977,1.32452826545677,3.73112484722291,3.11988990412215,2.10443177149649
"E",1978,1.34884524064233,1.81924791289448,3.11642298540461,2.06333714075853
"E",1979,1.29003383780248,-4.45804002202508,3.12505423918491,2.16760284556215
"E",1980,1.33228181545017,3.22246740163498,3.11876248709499,2.09122057435998
"E",1981,1.35714943639357,1.84933745078347,3.11529127699592,2.04982694158042
"E",1982,1.36765430285513,0.771058726602059,3.11390771113821,2.03298565042714
"E",1983,1.41386514274848,3.3230105372264,3.10709656717138,1.96423873205611
"E",1984,1.42855757450457,1.03380559982444,3.10496193639356,1.94437228734014
"E",1985,1.46294381320698,2.37854700655471,3.10020172381887,1.89984803269913
"E",1986,1.4857407132035,1.54627285564853,3.09720285150424,1.87245971590085
"E",1987,1.50339824756113,1.18145994431782,3.09496179363129,1.85252690682025
"E",1988,1.59214791257687,5.73559489063091,3.08408833395363,1.76512093679958
"E",1989,1.64645558739711,3.35408555075659,3.07735696552744,1.72288850304606
"E",1990,1.68926152668689,2.56666184558662,3.0721831374206,1.69172752562566
"E",1991,1.6872746447205,-0.117687600242156,3.07241852479358,1.69310084838902
"E",1992,1.73086086694355,2.55043047150086,3.06749152351666,1.66275386219795
"E",1993,1.77571301278877,2.55831439219433,3.06267962459157,1.63351988224205
"E",1994,1.83228218131293,3.13602438772297,3.05735613691814,1.59702048263626
"E",1995,1.90784260053458,4.04107916528887,3.05142343655616,1.54817625477925
"E",1996,1.99623189775924,4.52882772383519,3.04571554893497,1.48636622635086
"E",1997,2.03651924420127,1.99807453234447,3.04331696615183,1.46045050462158
"E",1998,2.10745433982006,3.42386473870612,3.03895050610776,1.41922351670225
"E",1999,2.17821090192118,3.30231075674138,3.0346519361271,1.38362270595939
"E",2000,2.22875646226734,2.29399370332445,3.03174997949845,1.35988016016653
"E",2001,2.30130432788038,3.20322715795943,3.02796215538534,1.32848277573778
"E",2002,2.36249399993992,2.62417794009494,3.02481129727942,1.3054652410797
"E",2003,2.50376929643021,5.80794743051933,3.01760610882343,1.26073002844923
"E",2004,2.65963713112088,6.03923816363724,3.01026566162313,1.2191717953669
"E",2005,2.8182378659688,5.79221227972963,3.00306613689628,1.18729493084002
"E",2006,3.0011311189878,6.28774378556891,2.99510789154361,1.16070640173508
"E",2007,3.18532425565575,5.95648336862822,2.98830805994948,1.13386111327211
"E",2008,3.32321215816153,4.23777417481332,2.98426166523851,1.11090311606537
"E",2009,3.49746394008608,5.11062846038424,2.97984176889566,1.08565905359463
"E",2010,3.70045980969898,5.64189675131845,2.97528944269918,1.06344610755689
"E",2011,3.8344614991657,3.55719227117532,2.97290588626464,1.0483530768003
"E",2012,4.0064528978959,4.38772782127284,2.9705826018169,1.03047129430288
"E",2013,4.13864379852093,3.24618635262011,2.96886225737743,1.01979147722622
"E",2014,4.33489312621612,4.63288069586523,2.96633935806699,1.01020616898034
"E",2015,4.55559218304888,4.96585732873343,2.96199722139273,1.00419795078552
"E",2016,4.75831492722982,4.35380691663791,2.95734157895811,0.99827017140134
"E",2017,4.98313641508022,4.61658963357074,2.95301086127818,0.99327797521065
"E",2018,5.21859591653108,4.61688891857623,2.94565829947362,0.982589474718117
"E",2019,5.35625371172935,2.60364121302763,2.94173560098883,0.975820205829334
"E",2020,4.99325548109307,-7.01766982723036,2.95283728917122,0.992982809995722
"F",1961,0.883802360895471,-1.19823167170157,3.20668950144376,2.56056458709513
"F",1962,0.905457128240124,2.42064662565649,3.20373377171775,2.62177611505768
"F",1963,0.910642181459561,0.571011428739927,3.20291752531119,2.63474777117002
"F",1964,0.926889845003534,1.76846844135262,3.20023599134476,2.6703017203099
"F",1965,0.94821298267966,2.27444133442981,3.19662351148245,2.72081166668026
"F",1966,0.967145899621748,1.9770220392878,3.19251680243703,2.76411284935446
"F",1967,0.979591946360171,1.27867410003975,3.18955655870465,2.79158938719674
"F",1968,0.99070843613365,1.12841755801763,3.18684899118081,2.81265347094036
"F",1969,1.01571915973709,2.49318930775325,3.18077018879314,2.86245585646756
"F",1970,1.03994432710325,2.35702867246087,3.17437044786194,2.88804844928438
"F",1971,1.06074030374002,1.97998840221814,3.16849604258849,2.86756882757037
"F",1972,1.07101186697125,0.963680756506818,3.16548482083461,2.84257231453574
"F",1973,1.05366532769647,-1.63289978836944,3.17069481804873,2.88129099432754
"F",1974,1.06181707137038,0.770678501024749,3.16817342284062,2.86514513631918
"F",1975,1.05373880141744,-0.763705588712513,3.17067108520843,2.88118971407808
"F",1976,1.08069439089886,2.52591861498033,3.16286311660492,2.81197519817509
"F",1977,1.09484117860889,1.30055213170975,3.15939180483151,2.75582802889712
"F",1978,1.09340357845839,-0.131393012841874,3.1597202162233,2.76222438755671
"F",1979,1.08901380635858,-0.402285836839117,3.16075213665967,2.78122003935884
"F",1980,1.08486612194184,-0.381593242177795,3.16178886941653,2.79703094238789
"F",1981,1.07376436917028,-1.02860130063559,3.16471756397852,2.83462221614046
"F",1982,1.07008238203194,-0.343493839429726,3.1657523973984,2.84498031723364
"F",1983,1.05345376538457,-1.56615714423414,3.17076286532122,2.88153621066748
"F",1984,1.01958343340228,-3.26799213673841,3.17984045938649,2.86926384726082
"F",1985,1.00643848068769,-1.29763030430335,3.18302738872955,2.84425082511859
"F",1986,1.02113675676072,1.4498631940363,3.1794505311276,2.87165780834901
"F",1987,1.02578236222445,0.453912750828096,3.1782423272168,2.87752489640519
"F",1988,1.03951073940226,1.32945579187294,3.17448814191038,2.88802935581118
"F",1989,1.04625405293901,0.646605701301035,3.17270133190764,2.88669639088199
