Entity,Code,EntityScenario,Year,pcgdpthousand2005usd,pcgdpgrowth
World,WBGroups,World SSP1,2048,37.353035847892684,2.5294305945486872
World,WBGroups,World SSP1,2049,38.294565165781826,2.4893795097113536
World,WBGroups,World SSP1,2050,39.23609448367097,2.4289116344500705
World,WBGroups,World SSP1,2051,40.186183158995455,2.3926133247787806
World,WBGroups,World SSP1,2052,41.1448311917553,2.357507625159716
World,WBGroups,World SSP1,2053,42.10347922451515,2.303206890137899
World,WBGroups,World SSP1,2054,43.07924597214571,2.291096998102038
World,WBGroups,World SSP1,2055,44.072131434646984,2.278629326978132
World,WBGroups,World SSP1,2056,45.08213561201897,2.2658419437248334
World,WBGroups,World SSP1,2057,46.10069914682631,2.2342053888154467
World,WBGroups,World SSP1,2058,47.13638139650436,2.2217015890937386
World,WBGroups,World SSP1,2059,48.18918236105312,2.208943187125456
World,WBGroups,World SSP1,2060,49.25910204047259,2.195960002224684
World,WBGroups,World SSP1,2061,50.33758107732743,2.1657773303973116
World,WBGroups,World SSP1,2062,51.42461947161761,2.136509898401462
World,WBGroups,World SSP1,2063,52.528776580778505,2.1244108945126516
World,WBGroups,World SSP1,2064,53.641493047374766,2.096174783557858
World,WBGroups,World SSP1,2065,54.76276887140637,2.068767028478735
World,WBGroups,World SSP1,2066,55.9011634103087,2.057462939319432
World,WBGroups,World SSP1,2067,57.039557949211016,2.015983394402099
World,WBGroups,World SSP1,2068,58.186511845548694,1.9908546409382666
World,WBGroups,World SSP1,2069,59.342025099321724,1.966416868642984
World,WBGroups,World SSP1,2070,60.506097710530106,1.942640722846356
World,WBGroups,World SSP1,2071,61.670170321738496,1.905620226266791
World,WBGroups,World SSP1,2072,62.834242932946886,1.8699843677159045
World,WBGroups,World SSP1,2073,64.015434259026,1.862402008088626
World,WBGroups,World SSP1,2074,65.20518494254044,1.8414774846881699
World,WBGroups,World SSP1,2075,66.41205434092561,1.833959185540035
World,WBGroups,World SSP1,2076,67.63604245418148,1.8262432077386315
World,WBGroups,World SSP1,2077,68.87714928230808,1.8183459174797356
World,WBGroups,World SSP1,2078,70.12681546787003,1.7980779995681928
World,WBGroups,World SSP1,2079,71.40215972573804,1.802286461507574
World,WBGroups,World SSP1,2080,72.6860633410414,1.782154806625602
World,WBGroups,World SSP1,2081,73.97852631378014,1.7625200929491491
World,WBGroups,World SSP1,2082,75.29666735882492,1.7661009500035796
World,WBGroups,World SSP1,2083,76.61480840386972,1.7354503618264516
World,WBGroups,World SSP1,2084,77.95862752122058,1.738789031269139
World,WBGroups,World SSP1,2085,79.31956535344214,1.7306554403060836
World,WBGroups,World SSP1,2086,80.68906254309907,1.711820980945955
World,WBGroups,World SSP1,2087,82.08423780506207,1.7142976481333783
World,WBGroups,World SSP1,2088,83.48797242446042,1.6956568392513915
World,WBGroups,World SSP1,2089,84.91738511616484,1.6976265379904376
World,WBGroups,World SSP1,2090,86.36391652273997,1.6891111697751704
World,WBGroups,World SSP1,2091,87.81900728675045,1.670800537710626
World,WBGroups,World SSP1,2092,89.27409805076093,1.6433429270057864
World,WBGroups,World SSP1,2093,90.81478238912497,1.711068361321022
World,WBGroups,World SSP1,2094,92.26987315313546,1.5895612854959218
World,WBGroups,World SSP1,2095,93.81055749149951,1.655971603901829
World,WBGroups,World SSP1,2096,95.35124182986355,1.6289952979269273
World,WBGroups,World SSP1,2097,96.8919261682276,1.602883827589885
World,WBGroups,World SSP1,2098,98.43261050659163,1.5775962594166693
World,WBGroups,World SSP1,2099,99.97329484495567,1.5530942030877348
World,WBGroups,World SSP1,2100,101.59957275767329,1.6136231221495656
World,WBGroups,World SSP2,2017,13.24988530993077,NA
World,WBGroups,World SSP2,2018,13.712090611439983,3.4289073478632304
World,WBGroups,World SSP2,2019,14.182855270384552,3.3755889798258387
World,WBGroups,World SSP2,2020,14.662179286764475,3.323748089755707
World,WBGroups,World SSP2,2021,15.141503303144402,3.2168195835665436
World,WBGroups,World SSP2,2022,15.620827319524325,3.116557185680646
World,WBGroups,World SSP2,2023,16.100151335904247,3.0223563284438537
World,WBGroups,World SSP2,2024,16.562356637413462,2.8303776162851957
World,WBGroups,World SSP2,2025,17.03312129635803,2.802731225465571
World,WBGroups,World SSP2,2026,17.512445312737956,2.7752028793033734
World,WBGroups,World SSP2,2027,17.99176932911788,2.700260492532447
World,WBGroups,World SSP2,2028,18.46253398806245,2.5829094952260157
World,WBGroups,World SSP2,2029,18.933298647007017,2.517871625306878
World,WBGroups,World SSP2,2030,19.39550394851623,2.411907894572618
World,WBGroups,World SSP2,2031,19.857709250025444,2.355102307240431
World,WBGroups,World SSP2,2032,20.3113551940993,2.2587791775407595
World,WBGroups,World SSP2,2033,20.765001138173158,2.2088833068232283
World,WBGroups,World SSP2,2034,21.22720643968237,2.201474965503225
World,WBGroups,World SSP2,2035,21.689411741191584,2.154052172205656
World,WBGroups,World SSP2,2036,22.151617042700796,2.10862947397068
World,WBGroups,World SSP2,2037,22.622381701645363,2.1029258983497723
World,WBGroups,World SSP2,2038,23.101705718025286,2.096669841371579
World,WBGroups,World SSP2,2039,23.581029734405213,2.0536108569010114
World,WBGroups,World SSP2,2040,24.060353750785136,2.0122849319517133
World,WBGroups,World SSP2,2041,24.54823712460042,2.007463081297889
World,WBGroups,World SSP2,2042,25.0361204984157,1.9679557946445936
World,WBGroups,World SSP2,2043,25.532563229666334,1.9635024848791538
World,WBGroups,World SSP2,2044,26.03756531835233,1.9585688304490034
World,WBGroups,World SSP2,2045,26.534008049602964,1.8886917653999191
World,WBGroups,World SSP2,2046,27.039010138288955,1.8853410328847797
World,WBGroups,World SSP2,2047,27.552571584410302,1.8815230496722624
World,WBGroups,World SSP2,2048,28.06613303053165,1.8467745545840408
World,WBGroups,World SSP2,2049,28.579694476653,1.813286309900608
World,WBGroups,World SSP2,2050,29.110374637645055,1.8398145063541094
World,WBGroups,World SSP2,2051,29.641054798637118,1.8065759395226255
World,WBGroups,World SSP2,2052,30.18029431706453,1.8028818555393844
World,WBGroups,World SSP2,2053,30.736652550362656,1.8266631268267108
World,WBGroups,World SSP2,2054,31.30157014109614,1.821242392329836
World,WBGroups,World SSP2,2055,31.883606446700334,1.8423712664278558
World,WBGroups,World SSP2,2056,32.474202109739885,1.8354019681299683
World,WBGroups,World SSP2,2057,33.0904758450855,1.8799509273316861
World,WBGroups,World SSP2,2058,33.715308937866475,1.8706503202629676
World,WBGroups,World SSP2,2059,34.35726074551816,1.8861366385377831
World,WBGroups,World SSP2,2060,35.0077719106052,1.8756719680563805
World,WBGroups,World SSP2,2061,35.67540179056295,1.8891334396355486
World,WBGroups,World SSP2,2062,36.360150385391414,1.9011979488571917
World,WBGroups,World SSP2,2063,37.06201769509059,1.911925807476056
World,WBGroups,World SSP2,2064,37.77244436222512,1.8987188273011935
World,WBGroups,World SSP2,2065,38.49998974423036,1.9078123249713475
World,WBGroups,World SSP2,2066,39.23609448367097,1.8939125875314655
World,WBGroups,World SSP2,2067,39.98931793798227,1.901526611348725
World,WBGroups,World SSP2,2068,40.751100749728934,1.8870484686456024
World,WBGroups,World SSP2,2069,41.530002276346316,1.8933260869422153
World,WBGroups,World SSP2,2070,42.3260225178344,1.8985973992871497
World,WBGroups,World SSP2,2071,43.13060211675785,1.8830684623785565
World,WBGroups,World SSP2,2072,43.94374107311665,1.8677432750487721
World,WBGroups,World SSP2,2073,44.773998744346166,1.8717381939525435
World,WBGroups,World SSP2,2074,45.62137513044638,1.874877378927886
World,WBGroups,World SSP2,2075,46.48587023141732,1.877204087495521
World,WBGroups,World SSP2,2076,47.36748404725897,1.8787602312026142
World,WBGroups,World SSP2,2077,48.26621657797133,1.8795863460310702
World,WBGroups,World SSP2,2078,49.17350846611904,1.862316647567397
World,WBGroups,World SSP2,2079,50.10647842657282,1.8795276968975205
World,WBGroups,World SSP2,2080,51.056567101897315,1.878386728018544
World,WBGroups,World SSP2,2081,52.01521513465717,1.8602097603338752
World,WBGroups,World SSP2,2082,52.99098188228772,1.8585471383876673
World,WBGroups,World SSP2,2083,53.99242670222435,1.8722044563696638
World,WBGroups,World SSP2,2084,55.00243087959634,1.8533591592875265
World,WBGroups,World SSP2,2085,56.038113129274386,1.8654668765287319
World,WBGroups,World SSP2,2086,57.09091409382315,1.8612930468577815
World,WBGroups,World SSP2,2087,58.16083377324262,1.8567187675574637
World,WBGroups,World SSP2,2088,59.247872167532805,1.8517697610045403
World,WBGroups,World SSP2,2089,60.35202927669371,1.8464705523751235
World,WBGroups,World SSP2,2090,61.48186445816067,1.8547672355761158
World,WBGroups,World SSP2,2091,62.62881835449835,1.848328480922845
World,WBGroups,World SSP2,2092,63.79289096570674,1.8416227997663626
World,WBGroups,World SSP2,2093,64.9826416492212,1.8478425408070542
World,WBGroups,World SSP2,2094,66.180951690171,1.8272500038457373
World,WBGroups,World SSP2,2095,67.40493980342688,1.8325623365612387
World,WBGroups,World SSP2,2096,68.64604663155347,1.8245237166726547
World,WBGroups,World SSP2,2097,69.90427217455077,1.8163222497714848
World,WBGroups,World SSP2,2098,71.17961643241878,1.8079725619627673
World,WBGroups,World SSP2,2099,72.47207940515752,1.7994884664374489
World,WBGroups,World SSP2,2100,73.7731017353316,1.7792814005122004
World,WBGroups,World SSP3,2017,13.24988530993077,NA
World,WBGroups,World SSP3,2018,13.67785318169856,3.1789072176547695
World,WBGroups,World SSP3,2019,14.10582105346635,3.080958414319701
World,WBGroups,World SSP3,2020,14.525229567798782,2.9299554764809166
World,WBGroups,World SSP3,2021,14.927519367260507,2.731933923469887
World,WBGroups,World SSP3,2022,15.32124980928687,2.6034294365875787
World,WBGroups,World SSP3,2023,15.68930217900717,2.3738349004904347
World,WBGroups,World SSP3,2024,16.031676476421403,2.158745460438327
World,WBGroups,World SSP3,2025,16.36549141640028,2.060839116725832
World,WBGroups,World SSP3,2026,16.690746998943798,1.9679557946445936
World,WBGroups,World SSP3,2027,16.99888386661661,1.829319304732513
World,WBGroups,World SSP3,2028,17.28134266198335,1.647977370771958
World,WBGroups,World SSP3,2029,17.555242099914736,1.572513975954326
World,WBGroups,World SSP3,2030,17.80346346554005,1.404041462298311
World,WBGroups,World SSP3,2031,18.03456611629466,1.2897241108825508
World,WBGroups,World SSP3,2032,18.248550052178555,1.179537148154619
World,WBGroups,World SSP3,2033,18.44541527319174,1.0730217252112872
World,WBGroups,World SSP3,2034,18.642280494204922,1.06163009550575
World,WBGroups,World SSP3,2035,18.82202700034739,0.9595687061855429
World,WBGroups,World SSP3,2036,19.00177350648986,0.9504484311563921
World,WBGroups,World SSP3,2037,19.181520012632337,0.9414998934601737
World,WBGroups,World SSP3,2038,19.35270716133945,0.8884998477042938
World,WBGroups,World SSP3,2039,19.506775595175856,0.7929556967714468
World,WBGroups,World SSP3,2040,19.66084402901226,0.7867173443413922
World,WBGroups,World SSP3,2041,19.806353105413308,0.7373705064523506
World,WBGroups,World SSP3,2042,19.951862181814356,0.7319731282135589
World,WBGroups,World SSP3,2043,20.080252543344695,0.6414390177663432
World,WBGroups,World SSP3,2044,20.200083547439675,0.5949868806235159
World,WBGroups,World SSP3,2045,20.3113551940993,0.549335841610743
World,WBGroups,World SSP3,2046,20.422626840758927,0.546334622209832
World,WBGroups,World SSP3,2047,20.51677977254784,0.45996317765228945
World,WBGroups,World SSP3,2048,20.61093270433675,0.45785719943269854
World,WBGroups,World SSP3,2049,20.69652627869031,0.41442247460263815
World,WBGroups,World SSP3,2050,20.773560495608514,0.37151745518633206
World,WBGroups,World SSP3,2051,20.85915406996207,0.4111847898605081
World,WBGroups,World SSP3,2052,20.936188286880274,0.3686262621911407
World,WBGroups,World SSP3,2053,21.02178186123383,0.40799730199152506
World,WBGroups,World SSP3,2054,21.098816078152034,0.3657797209757341
World,WBGroups,World SSP3,2055,21.18440965250559,0.40485885260004295
World,WBGroups,World SSP3,2056,21.27000322685915,0.40322635279381736
World,WBGroups,World SSP3,2057,21.364156158648065,0.44167909585892673
World,WBGroups,World SSP3,2058,21.458309090436977,0.4397368668975332
World,WBGroups,World SSP3,2059,21.56102137966125,0.47751781943166094
World,WBGroups,World SSP3,2060,21.663733668885513,0.47524841925139505
World,WBGroups,World SSP3,2061,21.766445958109784,0.4730004876995597
World,WBGroups,World SSP3,2062,21.87771760476941,0.5099050075305644
World,WBGroups,World SSP3,2063,21.988989251429036,0.5073181612458288
World,WBGroups,World SSP3,2064,22.10026089808866,0.5047574296704216
World,WBGroups,World SSP3,2065,22.211532544748287,0.5022224193401481
World,WBGroups,World SSP3,2066,22.331363548843267,0.5380489536739308
World,WBGroups,World SSP3,2067,22.45119455293825,0.5351694730145073
World,WBGroups,World SSP3,2068,22.57102555703323,0.5323206486413046
World,WBGroups,World SSP3,2069,22.69085656112821,0.5295019935738665
World,WBGroups,World SSP3,2070,22.81068756522319,0.5267130310919299
World,WBGroups,World SSP3,2071,22.930518569318174,0.5239532944663949
World,WBGroups,World SSP3,2072,23.05890893084851,0.5583487425700806
World,WBGroups,World SSP3,2073,23.17873993494349,0.5183277061856284
World,WBGroups,World SSP3,2074,23.30713029647383,0.5523858641593993
World,WBGroups,World SSP3,2075,23.435520658004165,0.5493513174634312
World,WBGroups,World SSP3,2076,23.563911019534505,0.5463499294213303
World,WBGroups,World SSP3,2077,23.700860738500197,0.5795018028354804
World,WBGroups,World SSP3,2078,23.829251100030532,0.5402498283348045
World,WBGroups,World SSP3,2079,23.966200818996224,0.5730674708984917
World,WBGroups,World SSP3,2080,24.103150537961916,0.5698021114637797
World,WBGroups,World SSP3,2081,24.24010025692761,0.5665737535677451
World,WBGroups,World SSP3,2082,24.377049975893303,0.5633817718256218
World,WBGroups,World SSP3,2083,24.513999694858995,0.5602255548669888
World,WBGroups,World SSP3,2084,24.650949413824687,0.5571045049455048
World,WBGroups,World SSP3,2085,24.787899132790383,0.5540180375615655
World,WBGroups,World SSP3,2086,24.933408209191427,0.5853003453827554
World,WBGroups,World SSP3,2087,25.08747664302783,0.6160183751457549
World,WBGroups,World SSP3,2088,25.232985719428882,0.5783312598334867
World,WBGroups,World SSP3,2089,25.387054153265286,0.6087269388650451
World,WBGroups,World SSP3,2090,25.54112258710169,0.6050438625774035
World,WBGroups,World SSP3,2091,25.703750378373453,0.6347106659678747
World,WBGroups,World SSP3,2092,25.86637816964521,0.6307074849354333
World,WBGroups,World SSP3,2093,26.029005960916972,0.626754484467984
World,WBGroups,World SSP3,2094,26.191633752188732,0.6228507269061989
World,WBGroups,World SSP3,2095,26.362820900895848,0.6514681021193791
World,WBGroups,World SSP3,2096,26.534008049602964,0.6472514505617255
World,WBGroups,World SSP3,2097,26.70519519831008,0.6430890330290318
World,WBGroups,World SSP3,2098,26.88494170445255,0.6708218735118621
World,WBGroups,World SSP3,2099,27.064688210595023,0.6663518230770826
World,WBGroups,World SSP3,2100,27.24443471673749,0.6619409512675478
World,WBGroups,World SSP4,2017,13.24988530993077,NA
World,WBGroups,World SSP4,2018,13.703531254004629,3.3664658847042617
World,WBGroups,World SSP4,2019,14.174295912949194,3.377662194849007
World,WBGroups,World SSP4,2020,14.645060571893763,3.2672938946988417
World,WBGroups,World SSP4,2021,15.115825230838333,3.1639107271712152
World,WBGroups,World SSP4,2022,15.586589889782902,3.0668698563702357
World,WBGroups,World SSP4,2023,16.05735454872747,2.975604983856206
World,WBGroups,World SSP4,2024,16.519559850236682,2.8378152332761086
World,WBGroups,World SSP4,2025,16.990324509181253,2.8098911222359746
World,WBGroups,World SSP4,2026,17.478207882996532,2.8310805603320333
World,WBGroups,World SSP4,2027,17.957531899376455,2.7054790231631376
World,WBGroups,World SSP4,2028,18.43685591575638,2.6342068760091486
World,WBGroups,World SSP4,2029,18.916179932136306,2.566593679546436
World,WBGroups,World SSP4,2030,19.39550394851623,2.502364707615312
World,WBGroups,World SSP4,2031,19.857709250025444,2.355102307240431
World,WBGroups,World SSP4,2032,20.319914551534655,2.30091105092578
World,WBGroups,World SSP4,2033,20.773560495608514,2.2079630556987695
World,WBGroups,World SSP4,2034,21.22720643968237,2.1602633432426632
World,WBGroups,World SSP4,2035,21.672293026320872,2.075094410503908
World,WBGroups,World SSP4,2036,22.117379612959372,2.0329081638425617
World,WBGroups,World SSP4,2037,22.562466199597875,1.992403071990534
World,WBGroups,World SSP4,2038,22.998993428801022,1.9162712993093578
World,WBGroups,World SSP4,2039,23.42696130056881,1.8437100425187758
World,WBGroups,World SSP4,2040,23.8549291723366,1.810331844126889
World,WBGroups,World SSP4,2041,24.274337686669032,1.742886017007006
World,WBGroups,World SSP4,2042,24.68518684356611,1.678361075282142
World,WBGroups,World SSP4,2043,25.09603600046319,1.6506564601702411
World,WBGroups,World SSP4,2044,25.489766442489557,1.5567150237412175
World,WBGroups,World SSP4,2045,25.88349688451592,1.5328524055469472
World,WBGroups,World SSP4,2046,26.260108611671576,1.444542518772307
World,WBGroups,World SSP4,2047,26.63672033882723,1.423972281113528
World,WBGroups,World SSP4,2048,26.996213351112175,1.3405882224701848
World,WBGroups,World SSP4,2049,27.35570636339712,1.3228539363181469
World,WBGroups,World SSP4,2050,27.715199375682065,1.3055827351415417
World,WBGroups,World SSP4,2051,28.06613303053165,1.2582642607067651
World,WBGroups,World SSP4,2052,28.41706668538124,1.2426285065886056
World,WBGroups,World SSP4,2053,28.768000340230824,1.2273765814571291
World,WBGroups,World SSP4,2054,29.118933995080415,1.212494523070129
World,WBGroups,World SSP4,2055,29.478427007365354,1.227009259181422
World,WBGroups,World SSP4,2056,29.829360662214945,1.1834457647003305
World,WBGroups,World SSP4,2057,30.197413031935245,1.22630939320576
World,WBGroups,World SSP4,2058,30.565465401655544,1.211453046776656
World,WBGroups,World SSP4,2059,30.93351777137584,1.1969523557724848
World,WBGroups,World SSP4,2060,31.30157014109614,1.1827946997207572
World,WBGroups,World SSP4,2061,31.66962251081644,1.1689680482934506
World,WBGroups,World SSP4,2062,32.03767488053674,1.1554609272113492
World,WBGroups,World SSP4,2063,32.41428660769239,1.168671999736537
World,WBGroups,World SSP4,2064,32.78233897741269,1.1290654272896994
World,WBGroups,World SSP4,2065,33.15039134713299,1.1164597340060478
World,WBGroups,World SSP4,2066,33.51844371685329,1.1041324135649067
World,WBGroups,World SSP4,2067,33.886496086573594,1.0920743455729909
World,WBGroups,World SSP4,2068,34.24598909885853,1.0552861751103926
World,WBGroups,World SSP4,2069,34.60548211114347,1.0442660783535729
World,WBGroups,World SSP4,2070,34.964975123428424,1.0334737653332926
World,WBGroups,World SSP4,2071,35.31590877827801,0.9986686337093431
World,WBGroups,World SSP4,2072,35.65828307569224,0.9647928189720378
World,WBGroups,World SSP4,2073,36.00921673054183,0.9793461769603606
World,WBGroups,World SSP4,2074,36.351591027956054,0.946304672274989
World,WBGroups,World SSP4,2075,36.693965325370286,0.9374336284706075
World,WBGroups,World SSP4,2076,37.04489898021988,0.9518353928340328
World,WBGroups,World SSP4,2077,37.39583263506946,0.9428608425118501
World,WBGroups,World SSP4,2078,37.74676628991905,0.9340539489456123
World,WBGroups,World SSP4,2079,38.106259302204,0.9478743954543845
World,WBGroups,World SSP4,2080,38.44863359961823,0.8944603462898382
World,WBGroups,World SSP4,2081,38.79956725446782,0.9085935082515206
World,WBGroups,World SSP4,2082,39.15050090931741,0.9004123641877193
World,WBGroups,World SSP4,2083,39.50143456416699,0.8923772354226145
World,WBGroups,World SSP4,2084,39.85236821901658,0.8844842474321268
World,WBGroups,World SSP4,2085,40.20330187386617,0.8767296615721065
World,WBGroups,World SSP4,2086,40.56279488615111,0.8902135940593414
World,WBGroups,World SSP4,2087,40.92228789843605,0.8823586658515126
World,WBGroups,World SSP4,2088,41.281780910721,0.8746411442868585
World,WBGroups,World SSP4,2089,41.64127392300594,0.8670574551133292
World,WBGroups,World SSP4,2090,42.009326292726236,0.8799811210696618
World,WBGroups,World SSP4,2091,42.37737866244654,0.8723049530621196
World,WBGroups,World SSP4,2092,42.745431032166834,0.864761547829529
World,WBGroups,World SSP4,2093,43.1220427593225,0.8771986072837024
World,WBGroups,World SSP4,2094,43.49009512904279,0.8498914681176473
World,WBGroups,World SSP4,2095,43.86670685619845,0.8622432412876968
World,WBGroups,World SSP4,2096,44.243318583354096,0.8548721189430175
World,WBGroups,World SSP4,2097,44.61993031050976,0.847625957206688
World,WBGroups,World SSP4,2098,44.996542037665414,0.8405016051342251
World,WBGroups,World SSP4,2099,45.37315376482106,0.8334960168357775
World,WBGroups,World SSP4,2100,45.741206134541365,0.8078954228675439
World,WBGroups,World SSP5,2017,13.24988530993077,NA
World,WBGroups,World SSP5,2018,13.763446756052115,3.8027395589239177
World,WBGroups,World SSP5,2019,14.311245631914888,3.9029343905735647
World,WBGroups,World SSP5,2020,14.901841294954439,4.0439146123541825
World,WBGroups,World SSP5,2021,15.535233745170766,4.162580693076201
World,WBGroups,World SSP5,2022,16.20286362512852,4.2077404510371785
World,WBGroups,World SSP5,2023,16.913290292263053,4.291172709849045
World,WBGroups,World SSP5,2024,17.657954389139004,4.308663476343888
World,WBGroups,World SSP5,2025,18.471093345497803,4.502063274682788
World,WBGroups,World SSP5,2026,19.32702908903338,4.529759889152718
World,WBGroups,World SSP5,2027,20.24288033461645,4.629855621642598
World,WBGroups,World SSP5,2028,21.2015283673763,4.627012856332646
World,WBGroups,World SSP5,2029,22.20297318731293,4.61529353870298
World,WBGroups,World SSP5,2030,23.247214794426338,4.595912380219724
World,WBGroups,World SSP5,2031,24.334253188716524,4.5699622972413145
