MODEL,SCENARIO,CLIMATE_METRIC,CLIMATE_VALUE,CLIMATE,BUDGET_2100,BUDGET_2050,OVERSHOOT,NEGATIVE_EMISSION,POLICY,TECHNOLOGY,BASELINE,Baseline Scenario
WITCH_EMF27,EMF27-550-LimSW,Forcing Kyoto Gases (MAGICC6),4.1271517554176,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,EMF27-Base-LimSW,Policy
WITCH_EMF27,EMF27-550-LimTech,Forcing Kyoto Gases (MAGICC6),4.1242844153525,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T3,EMF27-Base-LimTech,Policy
WITCH_EMF27,EMF27-550-LowEI,Forcing Kyoto Gases (MAGICC6),4.1089340110439,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T0,EMF27-Base-LowEI,Policy
WITCH_EMF27,EMF27-550-NoCCS,Forcing Kyoto Gases (MAGICC6),4.1289152728736,Category 4,Category 4,Category 4 - 5,O1,N1,P1,T3,EMF27-Base-FullTech,Policy
WITCH_EMF27,EMF27-550-NucOff,Forcing Kyoto Gases (MAGICC6),4.1278891665992,Category 4,Category 4,Category 3 - 5,O1,N1,P1,T2,EMF27-Base-NucOff,Policy
WITCH_EMF27,EMF27-FP-FullTech,Forcing Kyoto Gases (MAGICC6),5.6519691574567,Category 6,Category 6,Category 6,O1,N1,P6,T0,EMF27-Base-FullTech,Policy
WITCH_EMF27,EMF27-G8-FullTech,Forcing Kyoto Gases (MAGICC6),3.6893524806879,Category 3,Category 3,N/A,O1,N1,P7,T0,EMF27-Base-FullTech,Policy
WITCH_LIMITS,LIMITS-450,Forcing Kyoto Gases (MAGICC6),3.0058859582721,Category 1,Category 2,Category 1 - 2,O1,N1,P1,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-500,Forcing Kyoto Gases (MAGICC6),3.4207226711624,Category 2,Category 3,Category 2 - 4,O1,N1,P1,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol,Forcing Kyoto Gases (MAGICC6),5.7896681431066,Category 6,Category 6,Category 6,O1,N1,P6,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol-450,Forcing Kyoto Gases (MAGICC6),2.9757401782672,Category 1,Category 2,Category 1 - 2,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol-450-EE,Forcing Kyoto Gases (MAGICC6),2.9756721101286,Category 1,Category 2,Category 1 - 2,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol-450-PC,Forcing Kyoto Gases (MAGICC6),2.9760425120739,Category 1,Category 2,Category 1 - 2,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol-500,Forcing Kyoto Gases (MAGICC6),3.3892381154666,Category 2,Category 3,Category 2 - 4,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-RefPol2030-500,Forcing Kyoto Gases (MAGICC6),3.3539584753066,Category 2,Category 2,N/A,O1,N1,P3,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-StrPol,Forcing Kyoto Gases (MAGICC6),5.036198429829,Category 5,Category 6,Category 6,O1,N1,P6,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-StrPol-450,Forcing Kyoto Gases (MAGICC6),2.9789618545763,Category 1,Category 2,Category 1 - 2,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_LIMITS,LIMITS-StrPol-500,Forcing Kyoto Gases (MAGICC6),3.39214136626,Category 2,Category 2,Category 2 - 4,O1,N1,P2,T0,LIMITS-Base,Policy
WITCH_RECIPE,450CO2-fixNUC,Carbon Budget 2100,1747324.25,Category 3,Category 3,Category 2,N/A,N1,P1,T3,N/A,Policy
WITCH_RECIPE,450CO2-fixRET,Carbon Budget 2100,1760637.95,Category 3,Category 3,Category 2,N/A,N1,P1,T3,N/A,Policy
WITCH_RECIPE,450CO2-noCCS,Carbon Budget 2100,1766841.85,Category 3,Category 3,Category 2,N/A,N1,P1,T3,N/A,Policy
WITCH_RECIPE,450CO2-noCCSfixNUC,Carbon Budget 2100,1767346.15,Category 3,Category 3,Category 2,N/A,N1,P1,T3,N/A,Policy
WITCH_RECIPE,450CO2nte-DEF,Carbon Budget 2100,1744526.65,Category 3,Category 3,Category 2,N/A,N1,P1,T1,N/A,Policy
WITCH_ROSE,ROSE 450 DEF,Forcing Kyoto Gases (MAGICC6),3.2527996083131,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU DEF,Policy
WITCH_ROSE,ROSE 450 FS Gr,Forcing Kyoto Gases (MAGICC6),3.2532811543003,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU FS Gr,Policy
WITCH_ROSE,ROSE 450 FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),3.2567312236195,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU FS Gr SL Con,Policy
WITCH_ROSE,ROSE 450 HI Coal,Forcing Kyoto Gases (MAGICC6),3.2530455483075,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU HI Coal,Policy
WITCH_ROSE,ROSE 450 HI Fos,Forcing Kyoto Gases (MAGICC6),3.2529876782223,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU HI Fos,Policy
WITCH_ROSE,ROSE 450 HI Pop,Forcing Kyoto Gases (MAGICC6),3.2618503871568,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU HI Pop,Policy
WITCH_ROSE,ROSE 450 LO Fos,Forcing Kyoto Gases (MAGICC6),3.254889800645,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU LO Fos,Policy
WITCH_ROSE,ROSE 450 LO Oil,Forcing Kyoto Gases (MAGICC6),3.2537451295255,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU LO Oil,Policy
WITCH_ROSE,ROSE 450 SL Gr,Forcing Kyoto Gases (MAGICC6),3.2630223249582,Category 2,Category 2,Category 1 - 2,O1,N1,P1,T0,ROSE BAU SL Gr,Policy
WITCH_ROSE,ROSE 550 DEF,Forcing Kyoto Gases (MAGICC6),4.0762899649779,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU DEF,Policy
WITCH_ROSE,ROSE 550 FS Gr,Forcing Kyoto Gases (MAGICC6),4.0705121041134,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU FS Gr,Policy
WITCH_ROSE,ROSE 550 FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),4.0668703036622,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU FS Gr SL Con,Policy
WITCH_ROSE,ROSE 550 HI Coal,Forcing Kyoto Gases (MAGICC6),4.0711533534699,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Coal,Policy
WITCH_ROSE,ROSE 550 HI Fos,Forcing Kyoto Gases (MAGICC6),4.0610480068565,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Fos,Policy
WITCH_ROSE,ROSE 550 HI Gas,Forcing Kyoto Gases (MAGICC6),4.0760042708319,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU HI Gas,Policy
WITCH_ROSE,ROSE 550 HI Pop,Forcing Kyoto Gases (MAGICC6),4.0495744592416,Category 3,Category 4,Category 2 - 4,O1,N1,P1,T0,ROSE BAU HI Pop,Policy
WITCH_ROSE,ROSE 550 LO Fos,Forcing Kyoto Gases (MAGICC6),4.0705465540879,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU LO Fos,Policy
WITCH_ROSE,ROSE 550 LO Oil,Forcing Kyoto Gases (MAGICC6),4.0709387042411,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU LO Oil,Policy
WITCH_ROSE,ROSE 550 SL Gr,Forcing Kyoto Gases (MAGICC6),4.0537929566897,Category 3,Category 4,Category 3 - 5,O1,N1,P1,T0,ROSE BAU SL Gr,Policy
WITCH_ROSE,ROSE WEAK-2020 DEF,Forcing Kyoto Gases (MAGICC6),3.2924970675501,Category 2,Category 2,Category 1 - 2,O1,N1,P2,T0,ROSE BAU DEF,Policy
WITCH_ROSE,ROSE WEAK-2020 FS Gr,Forcing Kyoto Gases (MAGICC6),3.3353391083592,Category 2,Category 2,Category 2 - 4,O1,N1,P2,T0,ROSE BAU FS Gr,Policy
WITCH_ROSE,ROSE WEAK-2020 FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),3.2676054697296,Category 2,Category 2,Category 1 - 2,O1,N1,P2,T0,ROSE BAU FS Gr SL Con,Policy
WITCH_ROSE,ROSE WEAK-2020 SL Gr,Forcing Kyoto Gases (MAGICC6),3.3272034106736,Category 2,Category 2,Category 2 - 4,O1,N1,P2,T0,ROSE BAU SL Gr,Policy
WITCH_ROSE,ROSE WEAK-2030 DEF,Forcing Kyoto Gases (MAGICC6),3.3563608026956,Category 2,Category 2,N/A,O1,N1,P3,T0,ROSE BAU DEF,Policy
WITCH_ROSE,ROSE WEAK-2030 FS Gr,Forcing Kyoto Gases (MAGICC6),3.3362247568305,Category 2,Category 2,N/A,O1,N1,P3,T0,ROSE BAU FS Gr,Policy
WITCH_ROSE,ROSE WEAK-2030 FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),3.3295927551263,Category 2,Category 2,N/A,O1,N1,P3,T0,ROSE BAU FS Gr SL Con,Policy
WITCH_ROSE,ROSE WEAK-2030 SL Gr,Forcing Kyoto Gases (MAGICC6),3.3330830293034,Category 2,Category 2,N/A,O1,N1,P3,T0,ROSE BAU SL Gr,Policy
WITCH_ROSE,ROSE WEAK-POL DEF,Forcing Kyoto Gases (MAGICC6),5.8771538708328,Category 6,Category 6,Category 6,O1,N1,P6,T0,ROSE BAU DEF,Policy
WITCH_ROSE,ROSE WEAK-POL FS Gr,Forcing Kyoto Gases (MAGICC6),6.2304700713959,Category 6,Category 6,Category 6,O1,N1,P6,T0,ROSE BAU FS Gr,Policy
WITCH_ROSE,ROSE WEAK-POL FS Gr SL Con,Forcing Kyoto Gases (MAGICC6),5.8330186349073,Category 6,Category 6,Category 6,O1,N1,P6,T0,ROSE BAU FS Gr SL Con,Policy
WITCH_ROSE,ROSE WEAK-POL SL Gr,Forcing Kyoto Gases (MAGICC6),5.7547382514545,Category 6,Category 6,Category 6,O1,N1,P6,T0,ROSE BAU SL Gr,Policy
WorldScan2,AMPERE3-450,Carbon Budget 2050,1031253.7656983,Category 2,N/A,Category 2,N/A,N/A,P1,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-450P-EU,N/A,,N/A,N/A,N/A,N/A,N/A,P4,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-550,Carbon Budget 2050,1313918.9522317,Category 3 - 4,N/A,Category 3 - 4,N/A,N/A,P1,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-CF450,Carbon Budget 2050,1031253.7656988,Category 2,N/A,Category 2,N/A,N/A,P1,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-CF550,Carbon Budget 2050,1313918.952232,Category 3 - 4,N/A,Category 3 - 4,N/A,N/A,P1,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-RefP-EUback,Carbon Budget 2050,1671597.8470689,Category 6,N/A,Category 6,N/A,N/A,P6,T1,AMPERE3-Base,Policy
WorldScan2,AMPERE3-RefPol,Carbon Budget 2050,1675408.564796,Category 6,N/A,Category 6,N/A,N/A,P6,T1,AMPERE3-Base,Policy
iPETS_1.2.0,AME CO2 price $10 (5% p.a.),Carbon Budget 2050,1232574.1668454,Category 3 - 4,N/A,Category 3 - 4,N/A,N/A,P1,T1,AME Reference,Policy
iPETS_1.2.0,AME CO2 price $30 (5% p.a.),Carbon Budget 2050,979910.1708705,Category 2,N/A,Category 2,N/A,N/A,P1,T1,AME Reference,Policy
iPETS_1.2.0,AME CO2 price $50 (5% p.a.),Carbon Budget 2050,858666.7624436,Category 2,N/A,Category 2,N/A,N/A,P1,T1,AME Reference,Policy
