MODEL,SCENARIO,REGION,variable,criterion,errortolerance,error
IMAGE 2.4,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11861869862696378
IMAGE 2.4,AMPERE3-550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.15642334120732732
IMAGE 2.4,AMPERE3-CF550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1422887625514518
IMAGE 2.4,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09373604654193296
IMAGE 2.4,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.12482624287251393
IMAGE 2.4,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2729575998698392
IMAGE 2.4,EMF27-FP-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.023516819251058693
IMAGE 2.4,EMF27-FP-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18613335395363412
IMAGE 2.4,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2820733007354443
IMAGE 2.4,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1463014742610797
iPETS_1.2.0,AME CO2 price $10 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.02008853263015969
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.08436221987465248
MARIA23_org,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.22286317101647574
MARIA23_org,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1530933764897197
MERGE_AME,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1286559437815365
MERGE_AME,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1088256548596183
MERGE_AME,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1163639616982321
MERGE-ETL_2011,AMPERE2-450-FullTech-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16043223931638212
MERGE-ETL_2011,AMPERE2-450-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11487154909437242
MERGE-ETL_2011,AMPERE2-450-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1345288739147305
MERGE-ETL_2011,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.013430423769513141
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16974868051551956
MERGE-ETL_2011,AMPERE2-550-NoCCS-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.29717162950261783
MERGE-ETL_2011,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.28769420841116383
MESSAGE V.3,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.14300951739486917
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.07921357032381787
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.28798543467934595
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10964105283951592
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.19306560262981895
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.25039765675614784
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.021503405793367677
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.23352473624503373
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2633374555809615
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16380478933080428
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.06752903960691564
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.28601584423875775
MESSAGE V.4,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.19367120657589448
MESSAGE V.4,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2576246305072976
MESSAGE V.4,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.25039765675614784
MESSAGE V.4,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.051035691934505134
MESSAGE V.4,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10594818264439693
MESSAGE V.4,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11791139555582592
MESSAGE V.4,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.19311366156666682
MESSAGE V.4,LIMITS-StrPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2630650245498673
Phoenix 2012.4,EMF27-450-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1103921406110226
Phoenix 2012.4,EMF27-450-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.08477797006323956
Phoenix 2012.4,EMF27-450-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11657823510158478
Phoenix 2012.4,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21472962057550954
Phoenix 2012.4,EMF27-550-LimTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1343504644598708
Phoenix 2012.4,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2861038106002917
POLES AMPERE,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.13737232990472864
POLES AMPERE,AMPERE3-550P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.20395586404576332
POLES EMF27,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.06114613633630467
POLES EMF27,EMF27-550-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,2.1373431935583793e-4
POLES EMF27,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.06171195442722438
POLES EMF27,EMF27-550-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.03505919408514463
POLES EMF27,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1732031673477879
POLES-AME,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2869699408864628
POLES-AME,AME CO2 price $50 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09386037187375801
REMIND 1.1,550ppmnorenew,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21927007125248482
REMIND 1.3,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.19669505878103183
REMIND 1.3,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.061928545760238596
REMIND 1.3,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.07043323938331464
REMIND 1.4,ROSE 450 FS Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.29356778457646565
REMIND 1.4,ROSE 450 LO Oil,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.25791836381792005
REMIND 1.4,ROSE 550 DEF,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1486962954836118
REMIND 1.4,ROSE 550 FS Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.26333809111940437
REMIND 1.4,ROSE 550 FS Gr SL Con,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10255122968457703
REMIND 1.4,ROSE 550 HI Coal,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21778980041085189
REMIND 1.4,ROSE 550 HI Fos,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1681946198987399
REMIND 1.4,ROSE 550 HI Gas,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21495885629766837
REMIND 1.4,ROSE 550 HI Pop,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.02594567657249253
REMIND 1.4,ROSE 550 LO Oil,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.23853841930311312
REMIND 1.4,ROSE 550 SL Gr,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.043533614129175835
REMIND 1.5,AMPERE2-450-NucOff-LST,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2536060551388159
REMIND 1.5,AMPERE2-450-NucOff-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18041836058615263
REMIND 1.5,AMPERE2-550-Conv-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11635474742785751
REMIND 1.5,AMPERE2-550-LimBio-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.14802328239836787
REMIND 1.5,AMPERE2-550-LowEI-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16951115872139316
REMIND 1.5,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.27703910364199674
REMIND 1.5,AMPERE3-450P-CE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.08429746168574664
REMIND 1.5,AMPERE3-450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16402523613427694
REMIND 1.5,AMPERE3-CF450P-EU,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10658934038406169
REMIND 1.5,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2664309673897753
TIAM-ECN,LIMITS-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.01646909880334829
TIAM-ECN,LIMITS-RefPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.03898825709737591
TIAM-ECN,LIMITS-RefPol2030-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.00701629666117026
TIAM-ECN,LIMITS-StrPol-500,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.23825103345984805
TIAM-WORLD 2012.2,EMF27-450-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1053368751490142
TIAM-WORLD 2012.2,EMF27-450-FullTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1673503122279813
TIAM-WORLD 2012.2,EMF27-450-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.28488397691071315
TIAM-WORLD 2012.2,EMF27-450-LimSW,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.017809668851464455
TIAM-WORLD 2012.2,EMF27-550-EERE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.18208196518501313
TIAM-WORLD 2012.2,EMF27-550-LimTech,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.042613438966528416
TIAM-WORLD 2012.2,EMF27-550-LowEI,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.04686221633474813
TIAM-WORLD 2012.2,EMF27-550-NoCCS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09886789126157874
TIAM-World_Mar2012,AME 2.6 W/m2 OS,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16642886922168482
TIAM-World_Mar2012,AME CO2 price $30 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.14231370210739785
TIMES-VTT-2011,AME CO2 price $10 (5% p.a.),World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2667894861641534
WITCH_AME,AME 3.7 W/m2 NTE,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.041888884942292204
WITCH_AMPERE,AMPERE2-550-FullTech-OPT,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.292342906431527
WITCH_AMPERE,AMPERE3-550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2681545110573042
WITCH_AMPERE,AMPERE3-CF550,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.292342906431527
WITCH_EMF27,EMF27-550-Conv,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.24399214934998367
WITCH_EMF27,EMF27-550-LimBio,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2569544590241241
WITCH_EMF27,EMF27-550-NucOff,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.16395689362194882
WITCH_ROSE,ROSE 550 FS Gr SL Con,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.22016951631199597
WorldScan2,AMPERE3-450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.10893954851344195
WorldScan2,AMPERE3-CF450,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.07790568256446467
AIM/CGE,SSP1-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2596856735975612
AIM/CGE,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.15995551317273976
AIM/CGE,SSP5-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.29986111291293743
GCAM4,SSP1-26,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2649317620187313
GCAM4,SSP4-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.23538009107222654
GCAM4,SSP5-19,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09435607308728339
IMAGE,SSP1-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.09495126847763818
IMAGE,SSP2-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.29338578421121914
IMAGE,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.11150188024948111
MESSAGE-GLOBIOM,SSP1-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2505351297877228
MESSAGE-GLOBIOM,SSP2-34,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.14041087696696036
MESSAGE-GLOBIOM,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.21613060348482255
REMIND-MAGPIE,SSP5-26,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2834748291130767
WITCH-GLOBIOM,SSP1-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.17255326469925497
WITCH-GLOBIOM,SSP2-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.2253014746654374
WITCH-GLOBIOM,SSP3-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.15937215352162698
WITCH-GLOBIOM,SSP4-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.1867566023229566
WITCH-GLOBIOM,SSP5-45,World,fossilco2,~2020 to 2040 divergence from IEA STPS 2020,0.3,0.22105403094848147
AIM-Enduse 12.1,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,7.971454079838125e-4
AIM-Enduse[Backcast] 1.0,LIMITS-RefPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.01800706606637481
AIM-Enduse[Backcast] 1.0,LIMITS-StrPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.011490863643690064
BET 1.5,EMF27-550-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.04885326558718704
DNE21 V.11,AME CO2 price $50 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08698741482136607
DNE21 V.12,AMPERE2-550-FullTech-HST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08669834726041353
DNE21 V.12,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09799251755555022
FARM_3.0,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06512828021147021
FARM_3.0,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.050888854303044795
FARM_3.0,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07091521624145403
GCAM 3.0,AMPERE2-450-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06158905037224349
GCAM 3.0,AMPERE2-550-EERE-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09531955928317878
GCAM 3.0,EMF27-450-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0847905696832383
GCAM 3.1,LIMITS-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09521128898735415
GCAM 3.1,LIMITS-RefPol-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07600585181014001
GCAM 3.1,LIMITS-RefPol-450-EE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07600585181014001
GCAM 3.1,LIMITS-RefPol-450-PC,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07600585181014001
GCAM 3.1,LIMITS-StrPol-450,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06371231738738825
GEM-E3-ICCS,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.02806662115947955
GRAPE ver2011,EMF27-550-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07096845084166392
IMACLIM v1.1,AMPERE2-450-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0212083282005332
IMACLIM v1.1,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08083689733742261
IMACLIM v1.1,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.027124653417146205
IMACLIM v1.1,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.05063245871344907
IMACLIM v1.1,EMF27-550-LimSW,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.005608724012701127
IMACLIM v1.1,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.01364887047746105
IMAGE 2.4,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.04237874749073983
IMAGE 2.4,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06554424039957657
IMAGE 2.4,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.013480448319503804
IMAGE 2.4,AMPERE3-550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.03149705852876049
IMAGE 2.4,LIMITS-RefPol2030-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08773295081592172
IMAGE 2.4,LIMITS-StrPol,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.045873437442713744
KEI-Linkages,AME CO2 price $30 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.042526504766209366
MERGE-ETL_2011,AMPERE2-550-Conv-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.03572091868615487
MERGE-ETL_2011,AMPERE2-550-LimSW-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.04659121647557704
MERGE-ETL_2011,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.053351720082303766
MESSAGE V.4,AMPERE2-550-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.044234375817439414
MESSAGE V.4,AMPERE3-450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.055875623578184055
MESSAGE V.4,EMF27-Base-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08992045105888502
MESSAGE V.4,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08985608136321854
Phoenix 2012.4,AME CO2 price $10 (5% p.a.),World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.022640480281569952
Phoenix 2012.4,EMF27-Base-EERE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09782606890591355
Phoenix 2012.4,EMF27-Base-LowEI,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0010638771962289684
POLES AMPERE,AMPERE3-CF450P-EU,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08918108376301043
POLES EMF27,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.033612637711659094
REMIND 1.2,450CO2-delay2020,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,4.142343897273193e-4
REMIND 1.4,ROSE 550 DEF,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.04442939790199584
REMIND 1.4,ROSE 550 FS Gr SL Con,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.024712523890485096
REMIND 1.4,ROSE 550 HI Coal,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07589125392458193
REMIND 1.4,ROSE 550 HI Gas,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06117929261663352
REMIND 1.4,ROSE 550 LO Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09034090142936982
REMIND 1.4,ROSE 550 LO Oil,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06020122327582926
REMIND 1.4,ROSE 550 SL Gr,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.03023828592687987
REMIND 1.5,AMPERE2-550-LimBio-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08409115453050407
REMIND 1.5,AMPERE2-550-LowEI-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.03101473837231912
REMIND 1.5,AMPERE3-450P-CE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07099648272077513
TIAM-ECN,LIMITS-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.021139236147032454
TIAM-ECN,LIMITS-RefPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.023741515725486773
TIAM-ECN,LIMITS-RefPol2030-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0015087810595301957
TIAM-ECN,LIMITS-StrPol-500,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.014477688442506603
TIAM-WORLD 2012.2,EMF27-550-FullTech,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0843058389509766
TIAM-WORLD 2012.2,EMF27-550-LimBio,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0669280676873738
TIAM-World_Mar2012,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.07937240349669605
TIMES-VTT-2011,AME 3.7 W/m2 NTE,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.017779968572162352
WITCH_AMPERE,AMPERE2-550-FullTech-LST,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0743994643794216
WITCH_AMPERE,AMPERE2-550-FullTech-OPT,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0929516663478026
WITCH_AMPERE,AMPERE3-CF550,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0929516663478026
WITCH_EMF27,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.09329919902192821
WITCH_EMF27,EMF27-550-NucOff,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0023708843484469
WITCH_ROSE,ROSE 550 FS Gr SL Con,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.002649599967924715
WITCH_ROSE,ROSE 550 HI Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.055628097988176695
WITCH_ROSE,ROSE 550 HI Gas,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.0903334157038059
WITCH_ROSE,ROSE 550 LO Fos,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06436901684833435
AIM/CGE,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.08597876654552128
IMAGE,SSP1-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.04588921010025142
IMAGE,SSP3-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.060249253098838836
MESSAGE-GLOBIOM,SSP1-45,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.051143068826431604
REMIND-MAGPIE,SSP1-34,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.1,0.06814412952863375
AIM-Enduse 12.1,EMF27-550-Conv,World,fossilco2,"2005 to 2040 error, observed and IEA STPS 2020",0.2,0.1265634671580527
