MODEL,SCENARIO,REGION,variable,filter,growtherror
MESSAGE V.3,GEA Efficiency_450_conv.transp_full,World,fossilco2,Other Scenarios,-1.4343875287578487
MESSAGE V.3,GEA Efficiency_450_conv.transp_full,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_full,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe,World,co2intensity,Other Scenarios,-0.22454953845612913
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe,World,fossilco2,Other Scenarios,-1.568491706058266
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe_limir,World,co2intensity,Other Scenarios,-1.0120842021397152
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe_limir,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe_limir,World,fossilco2,Other Scenarios,-2.672101262744375
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe_limir,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limbe_limir,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_limir,World,co2intensity,Other Scenarios,-0.3292825867919993
MESSAGE V.3,GEA Efficiency_450_conv.transp_limir,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limir,World,fossilco2,Other Scenarios,-1.6703312024613512
MESSAGE V.3,GEA Efficiency_450_conv.transp_limir,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_limir,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs,World,co2intensity,Other Scenarios,-0.2902582035192731
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs,World,fossilco2,Other Scenarios,-1.6634719883278168
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs_nsink_limbe,World,co2intensity,Other Scenarios,-1.287217313022907
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs_nsink_limbe,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs_nsink_limbe,World,fossilco2,Other Scenarios,-2.9854032956683847
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs_nsink_limbe,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nbecs_nsink_limbe,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs,World,co2intensity,Other Scenarios,-0.619620128665141
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs,World,fossilco2,Other Scenarios,-2.093320981361447
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs_nonuc,World,co2intensity,Other Scenarios,-0.9780502708872907
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs_nonuc,World,fossilco2,Other Scenarios,-2.558510801753095
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_noccs_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_nonuc,World,co2intensity,Other Scenarios,-0.1779353837321167
MESSAGE V.3,GEA Efficiency_450_conv.transp_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nonuc,World,fossilco2,Other Scenarios,-1.489839745229835
MESSAGE V.3,GEA Efficiency_450_conv.transp_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_conv.transp_nsink,World,co2intensity,Other Scenarios,-0.28939633000582
MESSAGE V.3,GEA Efficiency_450_conv.transp_nsink,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nsink,World,fossilco2,Other Scenarios,-1.6631578170458194
MESSAGE V.3,GEA Efficiency_450_conv.transp_nsink,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Efficiency_450_conv.transp_nsink,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Efficiency_450_Illustrative,World,co2intensity,Other Scenarios,-0.10225538322598204
MESSAGE V.3,GEA Efficiency_450_Illustrative,World,energyintensity,Other Scenarios,-1.1791894226732773
MESSAGE V.3,GEA Efficiency_450_Illustrative,World,fossilco2,Other Scenarios,-1.3923913240855068
MESSAGE V.3,GEA Efficiency_450_Illustrative,World,pcgdpmer,Other Scenarios,-0.007792232381167663
MESSAGE V.3,GEA Efficiency_450_Illustrative,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_full,World,co2intensity,Other Scenarios,-0.20574273342777938
MESSAGE V.3,GEA Mix_450_adv.transp_full,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_full,World,fossilco2,Other Scenarios,-0.9343971822192674
MESSAGE V.3,GEA Mix_450_adv.transp_full,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_full,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_limbe,World,co2intensity,Other Scenarios,-0.45223028414711497
MESSAGE V.3,GEA Mix_450_adv.transp_limbe,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_limbe,World,fossilco2,Other Scenarios,-1.315036972654881
MESSAGE V.3,GEA Mix_450_adv.transp_limbe,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_limbe,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_limir,World,co2intensity,Other Scenarios,-0.82208893625728
MESSAGE V.3,GEA Mix_450_adv.transp_limir,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_limir,World,fossilco2,Other Scenarios,-1.8013179860932649
MESSAGE V.3,GEA Mix_450_adv.transp_limir,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_limir,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_nbecs,World,co2intensity,Other Scenarios,-0.5325321051042695
MESSAGE V.3,GEA Mix_450_adv.transp_nbecs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nbecs,World,fossilco2,Other Scenarios,-1.4109913584810871
MESSAGE V.3,GEA Mix_450_adv.transp_nbecs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nbecs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_noccs,World,co2intensity,Other Scenarios,-1.097356336759683
MESSAGE V.3,GEA Mix_450_adv.transp_noccs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_noccs,World,fossilco2,Other Scenarios,-2.1515029575689257
MESSAGE V.3,GEA Mix_450_adv.transp_noccs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_noccs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_nonuc,World,co2intensity,Other Scenarios,-0.38673260249855035
MESSAGE V.3,GEA Mix_450_adv.transp_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nonuc,World,fossilco2,Other Scenarios,-1.2081978214664968
MESSAGE V.3,GEA Mix_450_adv.transp_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_adv.transp_nsink,World,co2intensity,Other Scenarios,-0.6087794160084287
MESSAGE V.3,GEA Mix_450_adv.transp_nsink,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nsink,World,fossilco2,Other Scenarios,-1.5190462041221557
MESSAGE V.3,GEA Mix_450_adv.transp_nsink,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_adv.transp_nsink,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_conv.transp_limbe,World,co2intensity,Other Scenarios,-0.7955918388339209
MESSAGE V.3,GEA Mix_450_conv.transp_limbe,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_limbe,World,fossilco2,Other Scenarios,-1.8368348603139526
MESSAGE V.3,GEA Mix_450_conv.transp_limbe,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_limbe,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,co2intensity,Other Scenarios,-1.4877544631086883
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,fossilco2,Other Scenarios,-2.4245412900174332
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_limir,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_conv.transp_nbecs,World,co2intensity,Other Scenarios,-1.0624188146511582
MESSAGE V.3,GEA Mix_450_conv.transp_nbecs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nbecs,World,fossilco2,Other Scenarios,-2.08873816037058
MESSAGE V.3,GEA Mix_450_conv.transp_nbecs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nbecs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_conv.transp_nonuc,World,co2intensity,Other Scenarios,-0.6387383894269199
MESSAGE V.3,GEA Mix_450_conv.transp_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nonuc,World,fossilco2,Other Scenarios,-1.5476004737441833
MESSAGE V.3,GEA Mix_450_conv.transp_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_conv.transp_nsink,World,co2intensity,Other Scenarios,-0.9660297869063417
MESSAGE V.3,GEA Mix_450_conv.transp_nsink,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nsink,World,fossilco2,Other Scenarios,-2.0017944424689826
MESSAGE V.3,GEA Mix_450_conv.transp_nsink,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Mix_450_conv.transp_nsink,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Mix_450_Illustrative,World,co2intensity,Other Scenarios,-0.4580803917879067
MESSAGE V.3,GEA Mix_450_Illustrative,World,energyintensity,Other Scenarios,-0.7316015934535588
MESSAGE V.3,GEA Mix_450_Illustrative,World,fossilco2,Other Scenarios,-1.300628503427713
MESSAGE V.3,GEA Mix_450_Illustrative,World,pcgdpmer,Other Scenarios,-0.007792232381167663
MESSAGE V.3,GEA Mix_450_Illustrative,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,co2intensity,Other Scenarios,-0.8552829309301333
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,fossilco2,Other Scenarios,-1.642433072675417
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_limbe,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_adv.transp_limir,World,co2intensity,Other Scenarios,-1.4499589507521402
MESSAGE V.3,GEA Supply_450_adv.transp_limir,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_limir,World,fossilco2,Other Scenarios,-2.1840351248340215
MESSAGE V.3,GEA Supply_450_adv.transp_limir,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_limir,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_adv.transp_nbecs,World,co2intensity,Other Scenarios,-1.0744551771892485
MESSAGE V.3,GEA Supply_450_adv.transp_nbecs,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nbecs,World,fossilco2,Other Scenarios,-1.8697774389400272
MESSAGE V.3,GEA Supply_450_adv.transp_nbecs,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nbecs,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,co2intensity,Other Scenarios,-0.9225384408008028
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,fossilco2,Other Scenarios,-1.7023247222359248
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_adv.transp_nsink,World,co2intensity,Other Scenarios,-1.0524328900783049
MESSAGE V.3,GEA Supply_450_adv.transp_nsink,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nsink,World,fossilco2,Other Scenarios,-1.8524055044493113
MESSAGE V.3,GEA Supply_450_adv.transp_nsink,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_adv.transp_nsink,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_conv.transp_full,World,co2intensity,Other Scenarios,-0.8401939247636422
MESSAGE V.3,GEA Supply_450_conv.transp_full,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_conv.transp_full,World,fossilco2,Other Scenarios,-1.6216780349398885
MESSAGE V.3,GEA Supply_450_conv.transp_full,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_conv.transp_full,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,co2intensity,Other Scenarios,-1.3489551219610827
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,energyintensity,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,fossilco2,Other Scenarios,-2.126387213093149
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,pcgdpmer,Other Scenarios,NA
MESSAGE V.3,GEA Supply_450_conv.transp_nonuc,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.3,GEA Supply_450_Illustrative,World,co2intensity,Other Scenarios,-0.5822315510883977
MESSAGE V.3,GEA Supply_450_Illustrative,World,energyintensity,Other Scenarios,-0.5433425641413903
MESSAGE V.3,GEA Supply_450_Illustrative,World,fossilco2,Other Scenarios,-1.2365206334160355
MESSAGE V.3,GEA Supply_450_Illustrative,World,pcgdpmer,Other Scenarios,-0.007792232381167663
MESSAGE V.3,GEA Supply_450_Illustrative,World,pop,Other Scenarios,-0.10315428580507979
MESSAGE V.4,AMPERE2-450-Conv-OPT,World,co2intensity,Other Scenarios,-0.6642226465745291
MESSAGE V.4,AMPERE2-450-Conv-OPT,World,energyintensity,Other Scenarios,-1.558028577786172
MESSAGE V.4,AMPERE2-450-Conv-OPT,World,fossilco2,Other Scenarios,-1.8007004228647037
MESSAGE V.4,AMPERE2-450-Conv-OPT,World,pcgdpmer,Other Scenarios,0.5264075532711727
MESSAGE V.4,AMPERE2-450-Conv-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-EERE-OPT,World,co2intensity,Other Scenarios,-0.4462350921627265
MESSAGE V.4,AMPERE2-450-EERE-OPT,World,energyintensity,Other Scenarios,-1.9447909964207981
MESSAGE V.4,AMPERE2-450-EERE-OPT,World,fossilco2,Other Scenarios,-1.9207305884347323
MESSAGE V.4,AMPERE2-450-EERE-OPT,World,pcgdpmer,Other Scenarios,0.5751522519239676
MESSAGE V.4,AMPERE2-450-EERE-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,co2intensity,Other Scenarios,-0.12785052357608095
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,energyintensity,Other Scenarios,-0.8746165996045216
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,fossilco2,Other Scenarios,-0.5316240011479827
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,pcgdpmer,Other Scenarios,0.5756998738077952
MESSAGE V.4,AMPERE2-450-FullTech-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,co2intensity,Other Scenarios,-0.18110168617914668
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,energyintensity,Other Scenarios,-0.9437744940765895
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,fossilco2,Other Scenarios,-0.6531113296337577
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,pcgdpmer,Other Scenarios,0.5766216023971538
MESSAGE V.4,AMPERE2-450-FullTech-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LimBio-LST,World,co2intensity,Other Scenarios,-0.0741149580785847
MESSAGE V.4,AMPERE2-450-LimBio-LST,World,energyintensity,Other Scenarios,-0.9039391852233702
MESSAGE V.4,AMPERE2-450-LimBio-LST,World,fossilco2,Other Scenarios,-0.5337218405571451
MESSAGE V.4,AMPERE2-450-LimBio-LST,World,pcgdpmer,Other Scenarios,0.5491890545199851
MESSAGE V.4,AMPERE2-450-LimBio-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LimBio-OPT,World,co2intensity,Other Scenarios,-0.5027685190163893
MESSAGE V.4,AMPERE2-450-LimBio-OPT,World,energyintensity,Other Scenarios,-1.3751094756187945
MESSAGE V.4,AMPERE2-450-LimBio-OPT,World,fossilco2,Other Scenarios,-1.43554353002453
MESSAGE V.4,AMPERE2-450-LimBio-OPT,World,pcgdpmer,Other Scenarios,0.547191216385829
MESSAGE V.4,AMPERE2-450-LimBio-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,co2intensity,Other Scenarios,-0.14329626698056153
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,energyintensity,Other Scenarios,-0.8953655726881524
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,fossilco2,Other Scenarios,-0.5726576012898743
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,pcgdpmer,Other Scenarios,0.5708609901540149
MESSAGE V.4,AMPERE2-450-LimSW-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,co2intensity,Other Scenarios,-0.29449902296366137
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,energyintensity,Other Scenarios,-1.03475429478291
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,fossilco2,Other Scenarios,-0.8625458536387055
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,pcgdpmer,Other Scenarios,0.5715642158830412
MESSAGE V.4,AMPERE2-450-LimSW-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,co2intensity,Other Scenarios,0.18033884055590166
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,energyintensity,Other Scenarios,-1.312715678545002
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,fossilco2,Other Scenarios,-0.6447253681477043
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,pcgdpmer,Other Scenarios,0.5925082216165714
MESSAGE V.4,AMPERE2-450-LowEI-HST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,co2intensity,Other Scenarios,0.09592460523171475
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,energyintensity,Other Scenarios,-1.4247290893980171
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,fossilco2,Other Scenarios,-0.8397147888347009
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,pcgdpmer,Other Scenarios,0.5939464471067768
MESSAGE V.4,AMPERE2-450-LowEI-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,co2intensity,Other Scenarios,-0.009590601845426372
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,energyintensity,Other Scenarios,-1.5565798219744993
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,fossilco2,Other Scenarios,-1.0765892542017645
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,pcgdpmer,Other Scenarios,0.5944379213933364
MESSAGE V.4,AMPERE2-450-LowEI-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,co2intensity,Other Scenarios,-0.9586083084644743
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,energyintensity,Other Scenarios,-1.6069503571600752
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,fossilco2,Other Scenarios,-2.1507783703274117
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,pcgdpmer,Other Scenarios,0.5196370470723131
MESSAGE V.4,AMPERE2-450-NoCCS-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,co2intensity,Other Scenarios,-0.13690276181210193
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,energyintensity,Other Scenarios,-0.8761579438620113
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,fossilco2,Other Scenarios,-0.5432854879842028
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,pcgdpmer,Other Scenarios,0.5746319694650857
MESSAGE V.4,AMPERE2-450-NucOff-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,co2intensity,Other Scenarios,-0.22166990573065426
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,energyintensity,Other Scenarios,-0.9633837856011804
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,fossilco2,Other Scenarios,-0.7144022318417272
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,pcgdpmer,Other Scenarios,0.5755082112652827
MESSAGE V.4,AMPERE2-450-NucOff-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,co2intensity,Other Scenarios,-0.013051098865396238
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,energyintensity,Other Scenarios,-0.844100580524598
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,fossilco2,Other Scenarios,-0.3788744787285274
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,pcgdpmer,Other Scenarios,0.5831339524366421
MESSAGE V.4,AMPERE2-550-Conv-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,co2intensity,Other Scenarios,0.07962288408406504
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,energyintensity,Other Scenarios,-1.4733999710891834
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,fossilco2,Other Scenarios,-0.9019483393698173
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,pcgdpmer,Other Scenarios,0.5966854994104764
MESSAGE V.4,AMPERE2-550-EERE-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,co2intensity,Other Scenarios,-0.12747677109711786
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,energyintensity,Other Scenarios,-0.886539732796719
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,fossilco2,Other Scenarios,-0.5310186357624296
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,pcgdpmer,Other Scenarios,0.5878546199065826
MESSAGE V.4,AMPERE2-550-FullTech-LST,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,co2intensity,Other Scenarios,0.13167357753763342
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,energyintensity,Other Scenarios,-1.3922364631993602
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,fossilco2,Other Scenarios,-0.7662599487043577
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,pcgdpmer,Other Scenarios,0.5991596887325445
MESSAGE V.4,AMPERE2-550-LowEI-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,co2intensity,Other Scenarios,-0.12024644055820799
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,energyintensity,Other Scenarios,-0.8793610486244707
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,fossilco2,Other Scenarios,-0.5253609931281538
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,pcgdpmer,Other Scenarios,0.5791032478297002
MESSAGE V.4,AMPERE2-550-NoCCS-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,co2intensity,Other Scenarios,0.18044164001953944
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,energyintensity,Other Scenarios,-1.3216638186560705
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,fossilco2,Other Scenarios,-0.6444277878368522
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,pcgdpmer,Other Scenarios,0.6016511425748541
MESSAGE V.4,AMPERE2-Base-EERE-OPT,World,pop,Other Scenarios,-0.10485675177517528
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,co2intensity,Other Scenarios,0.17895771686747286
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,energyintensity,Other Scenarios,-1.337985982400705
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,fossilco2,Other Scenarios,-0.6624884331474621
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,Other Scenarios,0.6013965841609452
MESSAGE V.4,AMPERE2-Base-LowEI-OPT,World,pop,Other Scenarios,-0.10485675177517528
