Entity,Code,Scenario,EntityScenario,Year,pcgdpthousand2005usd,pcgdpgrowth,fertility,EmploymentServices,EmploymentIndustry
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2057,26.7860441313234,1.777151586274739,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2058,27.2634193926323,1.7664844153284953,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2059,27.7463951067125,1.7560071020814139,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2060,28.2350185354621,1.7457073906200105,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2061,28.7293240930511,1.7355346945796324,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2062,29.2293477493677,1.725491790803968,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2063,29.7351427415433,1.7156339152959887,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2064,30.2467666021035,1.7059685974631478,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2065,30.7642669933023,1.696456433772786,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2066,31.2876810295435,1.6870588828482358,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2067,31.8170280897377,1.6777178247519675,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2068,32.3523151742689,1.668396383327897,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2069,32.8935383602588,1.6590651233958198,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2070,33.4406978552563,1.6497420817930486,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2071,33.9938092498998,1.6404770276094105,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2072,34.5528924340827,1.631283689703933,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2073,35.1179512620289,1.6221167652536561,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2074,35.6889862742585,1.6129701761743664,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2075,36.2659997902604,1.603852398502248,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2076,36.8490005276362,1.594783809547451,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2077,37.4380018272808,1.585778464337917,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2078,38.0330188881047,1.576842035628534,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2079,38.6340693591749,1.5679812527358283,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2080,39.2411692543998,1.559191869499843,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2081,39.8543291382,1.5504603409214113,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2082,40.4735565335928,1.5417800592423703,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2083,41.0988633732695,1.5331630200584367,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2084,41.7302621296447,1.5246110179043981,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2085,42.3677642270299,1.516121926866143,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2086,43.0113716055659,1.5076741258756243,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2087,43.6610896473424,1.499277170196489,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2088,44.3169299759653,1.490946216780742,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2089,44.9789084039843,1.4826907217039942,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2090,45.6470309813053,1.4744888419726987,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2091,46.3212926856628,1.4663174415704194,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2092,47.0016769938812,1.4581541197503878,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2093,47.6881600431909,1.4499868165052554,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2094,48.3807101600312,1.441803390823715,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2095,49.0792957031133,1.4336085894749218,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2096,49.7838808469227,1.425398410058154,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2097,50.4944296311157,1.4171771999987204,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2098,51.2109043242288,1.4089458589081172,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2099,51.9332657520972,1.4007059008109835,NA,NA,NA
World,WBGroups,Kuznets-WB-asymptoting-projection,World Kuznets-WB-asymptoting-projection,2100,52.6614720770974,1.3924564586746069,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2020,12.7874152059295,NA,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2021,13.0561010039071,2.0794034154543173,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2022,13.3288882591332,2.0678194899215185,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2023,13.6060466907283,2.058057424765236,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2024,13.8879025377244,2.050383661557742,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2025,14.1746966056658,2.0440305743999243,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2026,14.4665207206535,2.037861804888008,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2027,14.7633230364216,2.0308867848249257,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2028,15.0650457292326,2.0231276237975937,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2029,15.3715722875714,2.0142640152362556,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2030,15.6827931608674,2.004428612560183,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2031,15.9986705925327,1.9941496503617984,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2032,16.3191635458484,1.9834464083273495,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2033,16.6441417807119,1.971821460783696,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2034,16.9734455008627,1.9591783943239793,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2035,17.3069234992943,1.945653026008154,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2036,17.6444494991474,1.9314634236872852,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2037,17.9859149737197,1.9167692169692607,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2038,18.3312055931811,1.9015881153212177,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2039,18.6802083040228,1.885975264218498,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2040,19.0327971119095,1.8699070925205064,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2041,19.3888243270287,1.8533179619979023,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2042,19.7481271661767,1.8361825359078932,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2043,20.1105403808173,1.8185414850794501,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2044,20.4758921547687,1.8004126999808356,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2045,20.844006877068,1.7818265304914593,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2046,21.2147090546329,1.7628297448321284,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2047,21.5878213514635,1.7434564933577867,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2048,21.9631629454413,1.7237309034467518,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2049,22.3405502677748,1.7036786446984475,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2050,22.7197973491502,1.6833249480938228,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2051,23.1007147006581,1.6626882150019284,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2052,23.4831135024029,1.6418032014412276,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2053,23.866808782372,1.6207151363446748,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2054,24.2516174068922,1.5994572501343285,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2055,24.6373555873735,1.578049861413211,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2056,25.0238359068554,1.5564995945853255,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2057,25.4108741428256,1.534839135756938,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2058,25.7982960437847,1.5131246663651066,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2059,26.1859330721672,1.4913916007161188,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2060,26.573617178292,1.469652725175541,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2061,26.9611733408804,1.4478918452193401,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2062,27.348429883179602,1.4261312283740502,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2063,27.7352301042742,1.4044331076489058,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2064,28.1214226841467,1.3828208978939216,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2065,28.5068538589788,1.3612885660123641,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2066,28.8913668501369,1.3398280940082774,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2067,29.2748002517502,1.3184260709822038,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2068,29.65699220494,1.297083613634653,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2069,30.0377815945292,1.275805335586977,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2070,30.4170153744309,1.2546192309133453,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2071,30.7945538134713,1.233568201270785,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2072,31.1702629992012,1.2126681211944046,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2073,31.5440053926341,1.191903621297019,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2074,31.9156467139304,1.1712814607073518,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2075,32.2850597410529,1.1508194365928315,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2076,32.6521259289416,1.130538977660045,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2077,33.0167350326494,1.1104588844117913,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2078,33.3787830746685,1.0905905723620712,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2079,33.7381716736359,1.07094261120535,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2080,34.0948043796698,1.0515121487661538,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2081,34.4485825800154,1.0322843898306733,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2082,34.7994097923502,1.0132574300057318,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2083,35.1471973401278,0.9944454153044013,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2084,35.4918602513147,0.9758500695624228,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2085,35.8333143672435,0.9574648117902207,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2086,36.1714719771012,0.9392711599596204,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2087,36.506247601694,0.9212671897879776,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2088,36.8375601924729,0.9034568951705069,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2089,37.1653312449817,0.885838889582713,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2090,37.4894811866027,0.8684020979564888,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2091,37.8099294338935,0.8511359628811999,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2092,38.1265950983426,0.8340321130790862,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2093,38.4393984310405,0.8170861725521839,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2094,38.7482608294601,0.8002938548814953,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2095,39.0531070501808,0.7836566094471475,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2096,39.3538641035465,0.7671729287269446,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2097,39.6504624911961,0.7508444002238601,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2098,39.9428360137055,0.7346719963986725,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2099,40.2309215311175,0.718655994481443,NA,NA,NA
World,WBGroups,Kuznets-WB-projection,World Kuznets-WB-projection,2100,40.5146593183851,0.70279748354376,NA,NA,NA
