MODEL,SCENARIO,REGION,variable,DATABASE,growthmeasure,percent
GCAM 3.0,AMPERE3-Base,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.5591340449661855
GCAM 3.0,AMPERE3-Base,REF,pcgdpmer,AR5,catchupcovid1002x,2.587328460188237
GCAM 3.0,AMPERE3-Base,World,pcgdpmer,AR5,catchupcovid1002x,2.0621153840267885
GCAM 3.0,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-Conv,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-Conv,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-Conv,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-EERE,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-EERE,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-EERE,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-FullTech,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-FullTech,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-LimBio,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-LimBio,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-LimSW,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-LimSW,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-LimSW,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-LimSW,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-LimSW,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-LimSW,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-LimTech,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-LimTech,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-LimTech,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-LimTech,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-LimTech,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-LimTech,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-LowEI,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-LowEI,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,EMF27-Base-NucOff,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.0,EMF27-Base-NucOff,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.0,EMF27-Base-NucOff,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.0,EMF27-Base-NucOff,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.0,EMF27-Base-NucOff,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.0,EMF27-Base-NucOff,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM 3.0,ROSE BAU DEF,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU DEF,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU DEF,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU DEF,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU DEF,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU DEF,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU FS Gr,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.4079463772644427
GCAM 3.0,ROSE BAU FS Gr,LAM,pcgdpmer,AR5,catchupcovid1002x,3.585051648717345
GCAM 3.0,ROSE BAU FS Gr,MAF,pcgdpmer,AR5,catchupcovid1002x,3.6029364814555827
GCAM 3.0,ROSE BAU FS Gr,OECD90,pcgdpmer,AR5,catchupcovid1002x,2.113167787442365
GCAM 3.0,ROSE BAU FS Gr,REF,pcgdpmer,AR5,catchupcovid1002x,3.2625396595479033
GCAM 3.0,ROSE BAU FS Gr,World,pcgdpmer,AR5,catchupcovid1002x,2.6897462828388736
GCAM 3.0,ROSE BAU HI Coal,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU HI Coal,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU HI Coal,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU HI Coal,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU HI Coal,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU HI Coal,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU HI Fos,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU HI Fos,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU HI Fos,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU HI Fos,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU HI Fos,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU HI Fos,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU HI Gas,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU HI Gas,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU HI Gas,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU HI Gas,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU HI Gas,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU HI Gas,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU HI Pop,ASIA,pcgdpmer,AR5,catchupcovid1002x,1.8948637160722572
GCAM 3.0,ROSE BAU HI Pop,LAM,pcgdpmer,AR5,catchupcovid1002x,2.1465626643661415
GCAM 3.0,ROSE BAU HI Pop,MAF,pcgdpmer,AR5,catchupcovid1002x,1.7096217744793478
GCAM 3.0,ROSE BAU HI Pop,OECD90,pcgdpmer,AR5,catchupcovid1002x,0.8391541277403061
GCAM 3.0,ROSE BAU HI Pop,REF,pcgdpmer,AR5,catchupcovid1002x,1.9250921837195991
GCAM 3.0,ROSE BAU HI Pop,World,pcgdpmer,AR5,catchupcovid1002x,1.2163891756709315
GCAM 3.0,ROSE BAU LO Fos,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU LO Fos,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU LO Fos,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU LO Fos,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU LO Fos,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU LO Fos,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU LO Oil,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.849621631585355
GCAM 3.0,ROSE BAU LO Oil,LAM,pcgdpmer,AR5,catchupcovid1002x,3.012345802799105
GCAM 3.0,ROSE BAU LO Oil,MAF,pcgdpmer,AR5,catchupcovid1002x,3.124341248953262
GCAM 3.0,ROSE BAU LO Oil,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.538271129453192
GCAM 3.0,ROSE BAU LO Oil,REF,pcgdpmer,AR5,catchupcovid1002x,2.694577967189603
GCAM 3.0,ROSE BAU LO Oil,World,pcgdpmer,AR5,catchupcovid1002x,2.1370197173762726
GCAM 3.0,ROSE BAU SL Gr,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.2196565672622968
GCAM 3.0,ROSE BAU SL Gr,LAM,pcgdpmer,AR5,catchupcovid1002x,2.420924894521398
GCAM 3.0,ROSE BAU SL Gr,MAF,pcgdpmer,AR5,catchupcovid1002x,2.6123301302012276
GCAM 3.0,ROSE BAU SL Gr,OECD90,pcgdpmer,AR5,catchupcovid1002x,0.8821010553924098
GCAM 3.0,ROSE BAU SL Gr,REF,pcgdpmer,AR5,catchupcovid1002x,2.0606986960179112
GCAM 3.0,ROSE BAU SL Gr,World,pcgdpmer,AR5,catchupcovid1002x,1.5221978514442056
GCAM 3.1,LIMITS-Base,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.135310444517163
GCAM 3.1,LIMITS-Base,LAM,pcgdpmer,AR5,catchupcovid1002x,2.4915503799626597
GCAM 3.1,LIMITS-Base,MAF,pcgdpmer,AR5,catchupcovid1002x,2.513561010907231
GCAM 3.1,LIMITS-Base,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.480376162656277
GCAM 3.1,LIMITS-Base,REF,pcgdpmer,AR5,catchupcovid1002x,2.9266552084759447
GCAM 3.1,LIMITS-Base,World,pcgdpmer,AR5,catchupcovid1002x,2.1844345109937517
GCAM4,SSP1-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP1-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP1-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP1-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP1-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP1-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP2-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP3-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP4-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,1.9925859717003538
GCAM4,SSP4-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,2.245276878816952
GCAM4,SSP4-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,1.701514495842712
GCAM4,SSP4-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,1.6083009091960085
GCAM4,SSP4-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,2.249370287081493
GCAM4,SSP4-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,1.5014092979937128
GCAM4,SSP5-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP5-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP5-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP5-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP5-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,NA
GCAM4,SSP5-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,NA
GEM-E3-ICCS,AMPERE3-Base,OECD90,pcgdpmer,AR5,catchupcovid1002x,NA
GEM-E3-ICCS,AMPERE3-Base,REF,pcgdpmer,AR5,catchupcovid1002x,NA
GEM-E3-ICCS,AMPERE3-Base,World,pcgdpmer,AR5,catchupcovid1002x,NA
GRAPE ver2011,EMF27-Base-Conv,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.790578987952392
GRAPE ver2011,EMF27-Base-Conv,LAM,pcgdpmer,AR5,catchupcovid1002x,2.2665179674184968
GRAPE ver2011,EMF27-Base-Conv,MAF,pcgdpmer,AR5,catchupcovid1002x,2.618421581036327
GRAPE ver2011,EMF27-Base-Conv,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.7193351504249048
GRAPE ver2011,EMF27-Base-Conv,REF,pcgdpmer,AR5,catchupcovid1002x,3.1688509034630403
GRAPE ver2011,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid1002x,2.103039680528467
GRAPE ver2011,EMF27-Base-EERE,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.7775379679956296
GRAPE ver2011,EMF27-Base-EERE,LAM,pcgdpmer,AR5,catchupcovid1002x,2.277654422233814
GRAPE ver2011,EMF27-Base-EERE,MAF,pcgdpmer,AR5,catchupcovid1002x,2.6327338527297997
GRAPE ver2011,EMF27-Base-EERE,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.6944240610330683
GRAPE ver2011,EMF27-Base-EERE,REF,pcgdpmer,AR5,catchupcovid1002x,3.0974108419432813
GRAPE ver2011,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid1002x,2.089153749664789
GRAPE ver2011,EMF27-Base-FullTech,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.7907375775646366
GRAPE ver2011,EMF27-Base-FullTech,LAM,pcgdpmer,AR5,catchupcovid1002x,2.26587199920834
GRAPE ver2011,EMF27-Base-FullTech,MAF,pcgdpmer,AR5,catchupcovid1002x,2.6185083169966914
GRAPE ver2011,EMF27-Base-FullTech,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.7193329638382633
GRAPE ver2011,EMF27-Base-FullTech,REF,pcgdpmer,AR5,catchupcovid1002x,3.1687588043524815
GRAPE ver2011,EMF27-Base-FullTech,World,pcgdpmer,AR5,catchupcovid1002x,2.103084543562205
GRAPE ver2011,EMF27-Base-LimBio,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.7906663791026047
GRAPE ver2011,EMF27-Base-LimBio,LAM,pcgdpmer,AR5,catchupcovid1002x,2.265994690948269
GRAPE ver2011,EMF27-Base-LimBio,MAF,pcgdpmer,AR5,catchupcovid1002x,2.618571631801162
GRAPE ver2011,EMF27-Base-LimBio,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.719326280938802
GRAPE ver2011,EMF27-Base-LimBio,REF,pcgdpmer,AR5,catchupcovid1002x,3.168766644078945
GRAPE ver2011,EMF27-Base-LimBio,World,pcgdpmer,AR5,catchupcovid1002x,2.10306485148971
GRAPE ver2011,EMF27-Base-LowEI,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.7774170748201827
GRAPE ver2011,EMF27-Base-LowEI,LAM,pcgdpmer,AR5,catchupcovid1002x,2.27519696390489
GRAPE ver2011,EMF27-Base-LowEI,MAF,pcgdpmer,AR5,catchupcovid1002x,2.6262765355191373
GRAPE ver2011,EMF27-Base-LowEI,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.694344944927935
GRAPE ver2011,EMF27-Base-LowEI,REF,pcgdpmer,AR5,catchupcovid1002x,3.096933717377611
GRAPE ver2011,EMF27-Base-LowEI,World,pcgdpmer,AR5,catchupcovid1002x,2.0886387215794304
GRAPE_ver1998,AME Reference,ASIA,pcgdpmer,AR5,catchupcovid1002x,2.826143801969048
GRAPE_ver1998,AME Reference,LAM,pcgdpmer,AR5,catchupcovid1002x,2.40532494196041
GRAPE_ver1998,AME Reference,MAF,pcgdpmer,AR5,catchupcovid1002x,2.618477633177827
GRAPE_ver1998,AME Reference,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.7250176820805492
GRAPE_ver1998,AME Reference,REF,pcgdpmer,AR5,catchupcovid1002x,3.207512241122741
GRAPE_ver1998,AME Reference,World,pcgdpmer,AR5,catchupcovid1002x,2.049575158360307
GTEMREF32,AME Reference,World,pcgdpmer,AR5,catchupcovid1002x,2.3138156170812287
IEEJ ver.2011,Reference Scenario,ASIA,pcgdpmer,AR5,catchupcovid1002x,NA
IEEJ ver.2011,Reference Scenario,LAM,pcgdpmer,AR5,catchupcovid1002x,NA
IEEJ ver.2011,Reference Scenario,MAF,pcgdpmer,AR5,catchupcovid1002x,NA
IEEJ ver.2011,Reference Scenario,OECD90,pcgdpmer,AR5,catchupcovid1002x,NA
IEEJ ver.2011,Reference Scenario,REF,pcgdpmer,AR5,catchupcovid1002x,NA
IEEJ ver.2011,Reference Scenario,World,pcgdpmer,AR5,catchupcovid1002x,NA
IGSM,REF,World,pcgdpmer,AR5,catchupcovid1002x,1.9802465616513594
IMACLIM v1.1,AMPERE2-Base-Conv-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1716484355141854
IMACLIM v1.1,AMPERE2-Base-EERE-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1989639980465503
IMACLIM v1.1,AMPERE2-Base-FullTech-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1935075867634124
IMACLIM v1.1,AMPERE2-Base-LimBio-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1877355313463163
IMACLIM v1.1,AMPERE2-Base-LimSW-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1791606160181285
IMACLIM v1.1,AMPERE2-Base-LowEI-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.210160216385364
IMACLIM v1.1,AMPERE2-Base-NucOff-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.1880033287460563
IMACLIM v1.1,AMPERE3-Base,World,pcgdpmer,AR5,catchupcovid1002x,2.0474754314425616
IMACLIM v1.1,EMF27-Base-Conv,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-EERE,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-FullTech,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-LimBio,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-LimSW,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-LimTech,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-LowEI,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMACLIM v1.1,EMF27-Base-NucOff,World,pcgdpmer,AR5,catchupcovid1002x,NA
IMAGE,SSP1-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,2.828423288670491
IMAGE,SSP1-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,2.8046982560381193
IMAGE,SSP1-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,3.6332107077135807
IMAGE,SSP1-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,1.4534549039232392
IMAGE,SSP1-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,2.3508435968767785
IMAGE,SSP1-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,2.4559678553255506
IMAGE,SSP2-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,2.4017910357594454
IMAGE,SSP2-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,2.4719390280207225
IMAGE,SSP2-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,3.1080695181913733
IMAGE,SSP2-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,1.3006976421284293
IMAGE,SSP2-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,2.1737282755553697
IMAGE,SSP2-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,2.0538046444697753
IMAGE,SSP3-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,1.0596333533321627
IMAGE,SSP3-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,1.2923079625831186
IMAGE,SSP3-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,1.64080449884335
IMAGE,SSP3-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,0.8428037004616816
IMAGE,SSP3-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,1.4605161882678217
IMAGE,SSP3-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,0.7940719198617564
IMAGE,SSP4-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,1.9840344566269315
IMAGE,SSP4-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,2.2532440572005994
IMAGE,SSP4-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,1.6976530992225114
IMAGE,SSP4-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,1.5536846128407513
IMAGE,SSP4-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,2.3569574100221065
IMAGE,SSP4-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,1.4979450326438641
IMAGE,SSP5-Baseline,ASIA,pcgdpppp,SSPs,catchupcovid1002x,3.4828697588651485
IMAGE,SSP5-Baseline,LAM,pcgdpppp,SSPs,catchupcovid1002x,3.4851921951565954
IMAGE,SSP5-Baseline,MAF,pcgdpppp,SSPs,catchupcovid1002x,4.34369365015416
IMAGE,SSP5-Baseline,OECD90,pcgdpppp,SSPs,catchupcovid1002x,2.050262906358223
IMAGE,SSP5-Baseline,REF,pcgdpppp,SSPs,catchupcovid1002x,3.1202770861897093
IMAGE,SSP5-Baseline,World,pcgdpppp,SSPs,catchupcovid1002x,3.1336480808616285
IMAGE 2.4,AME Reference,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.3436085229955745
IMAGE 2.4,AME Reference,LAM,pcgdpmer,AR5,catchupcovid1002x,3.4257507629574633
IMAGE 2.4,AME Reference,MAF,pcgdpmer,AR5,catchupcovid1002x,3.637290988093416
IMAGE 2.4,AME Reference,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.7850726809293684
IMAGE 2.4,AME Reference,REF,pcgdpmer,AR5,catchupcovid1002x,2.7382889086822706
IMAGE 2.4,AME Reference,World,pcgdpmer,AR5,catchupcovid1002x,2.5119408927959124
IMAGE 2.4,AMPERE2-Base-Conv-OPT,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.5208708633436108
IMAGE 2.4,AMPERE2-Base-Conv-OPT,LAM,pcgdpmer,AR5,catchupcovid1002x,3.458478450932327
IMAGE 2.4,AMPERE2-Base-Conv-OPT,MAF,pcgdpmer,AR5,catchupcovid1002x,3.5757190191261587
IMAGE 2.4,AMPERE2-Base-Conv-OPT,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.608584474157908
IMAGE 2.4,AMPERE2-Base-Conv-OPT,REF,pcgdpmer,AR5,catchupcovid1002x,2.868697542370381
IMAGE 2.4,AMPERE2-Base-Conv-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.507893368721085
IMAGE 2.4,AMPERE2-Base-EERE-OPT,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.5208708633436108
IMAGE 2.4,AMPERE2-Base-EERE-OPT,LAM,pcgdpmer,AR5,catchupcovid1002x,3.458478450932327
IMAGE 2.4,AMPERE2-Base-EERE-OPT,MAF,pcgdpmer,AR5,catchupcovid1002x,3.5757190191261587
IMAGE 2.4,AMPERE2-Base-EERE-OPT,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.608584474157908
IMAGE 2.4,AMPERE2-Base-EERE-OPT,REF,pcgdpmer,AR5,catchupcovid1002x,2.868697542370381
IMAGE 2.4,AMPERE2-Base-EERE-OPT,World,pcgdpmer,AR5,catchupcovid1002x,2.507893368721085
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,ASIA,pcgdpmer,AR5,catchupcovid1002x,3.5208708633436108
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,LAM,pcgdpmer,AR5,catchupcovid1002x,3.458478450932327
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,MAF,pcgdpmer,AR5,catchupcovid1002x,3.5757190191261587
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,OECD90,pcgdpmer,AR5,catchupcovid1002x,1.608584474157908
IMAGE 2.4,AMPERE2-Base-FullTech-OPT,REF,pcgdpmer,AR5,catchupcovid1002x,2.868697542370381
